관리_건축물대장_PK,관리_상위_건축물대장_PK,새주소_지상지하_코드,주소,용적율,지상층수,지하층수,승강기_수,주차_대수
11560-17863,,지상,서울특별시 영등포구 양평로28사길 23,237.02,5,1,1,6
11560-23098,,지상,서울특별시 영등포구 가마산로65길 8,0.0,3,1,0,0
11560-4471,,지상,서울특별시 영등포구 영등포로46길 5-1,90.85,1,0,0,0
11560-4472,,지상,서울특별시 영등포구 영등포로46길 5-1,175.29,2,0,0,0
11140-8511,,지상,서울특별시 중구 퇴계로30길 20,151.8,3,1,0,4
11140-16711,,지상,서울특별시 중구 다산로42길 100,183.6,4,1,0,2
11140-16714,,지상,서울특별시 중구 퇴계로88가길 19,231.44,5,1,0,5
11140-2604,,지상,서울특별시 중구 퇴계로6가길 12-2,103.8,2,1,0,0
11140-2881,,지상,서울특별시 중구 세종대로18길 16-7,171.59,3,0,0,0
11140-23124,,지상,서울특별시 중구 퇴계로87길 39,249.37,4,1,0,0
11140-23135,,지상,서울특별시 중구 퇴계로87길 35-9,209.48,3,1,0,0
11140-23136,,지상,서울특별시 중구 퇴계로87길 35-7,0.0,3,1,0,0
11440-100249618,,지상,서울특별시 마포구 와우산로21길 36-8,193.6,4,0,0,2
11140-3763,,지상,서울특별시 중구 소공로3길 12,136.65,2,0,0,0
11140-3784,,지상,서울특별시 중구 퇴계로12길 39-20,180.44,4,1,0,4
11440-14853,,지상,서울특별시 마포구 신촌로16길 16,0.0,4,1,0,0
11140-3969,,지상,서울특별시 중구 퇴계로4길 42,287.24,5,1,0,0
11140-4019,,지상,서울특별시 중구 퇴계로8길 71,159.59,3,1,0,0
11140-20527,,지상,서울특별시 중구 청구로19길 18,184.67,4,1,0,4
11140-22753,,지상,서울특별시 중구 퇴계로83길 46-10,219.11,3,1,0,2
11140-7972,,지상,서울특별시 중구 퇴계로44길 25,0.0,3,1,0,0
11140-16078,,지상,서울특별시 중구 다산로42길 3,179.45,4,1,1,8
11110-100226365,,지상,서울특별시 종로구 돈화문로 55,358.53,5,1,1,0
11110-9292,,지상,서울특별시 종로구 돈화문로11나길 26-3,46.27,1,0,0,0
11140-18618,,지상,서울특별시 중구 청구로 122,166.15,4,2,0,5
11440-100255463,,지상,서울특별시 마포구 성미산로1길 31,249.33,6,0,1,3
11140-100187214,,지상,서울특별시 중구 동호로25길 49,165.77,3,0,0,0
11140-100216333,,지상,서울특별시 중구 퇴계로36나길 18,149.8066,3,2,1,13
11140-22286,,지상,서울특별시 중구 마장로 68-2,352.69,5,1,0,0
11140-15432,,지상,서울특별시 중구 다산로36가길 26-12,204.89,4,1,0,0
11440-4391,,지상,서울특별시 마포구 손기정로 15,0.0,3,1,0,0
11140-16245,,지상,서울특별시 중구 다산로44길 16,202.38,3,1,0,0
11140-16247,,지상,서울특별시 중구 다산로42길 27,199.8,4,1,0,4
11140-16255,11140-1109,지상,서울특별시 중구 다산로42가길 8,0.0,3,1,0,0
11140-16339,11140-1111,지상,서울특별시 중구 퇴계로80길 31,195.7,4,1,0,12
11740-14918,,지상,서울특별시 강동구 동남로73길 31,230.44,5,2,1,37
11140-9014,,지상,서울특별시 중구 장충단로6길 57-6,94.33,2,1,0,0
11440-100280698,11440-100280563,지상,서울특별시 마포구 백범로31길 8,0.0,4,5,1,0
11440-100285643,,지상,서울특별시 마포구 연희로1길 28,176.78,4,1,0,2
11140-22979,,지상,서울특별시 중구 퇴계로87길 29-26,0.0,4,1,0,0
11140-16394,,지상,서울특별시 중구 퇴계로84길 27,171.3,3,1,0,0
11140-16395,,지상,서울특별시 중구 퇴계로84길 25,126.46,2,0,0,0
11140-15208,,지상,서울특별시 중구 퇴계로86길 100,197.2,4,1,0,6
11140-15210,,지상,서울특별시 중구 다산로42다길 49,231.46,5,1,0,8
11140-15336,,지상,서울특별시 중구 퇴계로80길 50,187.37,4,1,0,3
11140-15335,,지상,서울특별시 중구 퇴계로80길 42,295.68,6,1,1,14
11140-15333,,지상,서울특별시 중구 다산로40길 36,191.0,4,1,0,4
11140-15318,,지상,서울특별시 중구 다산로38길 21,179.31,4,1,0,4
11140-15222,,지상,서울특별시 중구 다산로38길 31,199.64,4,1,0,2
11140-18677,,지상,서울특별시 중구 청구로14길 26,170.31,3,1,0,0
11440-6481,,지상,서울특별시 마포구 만리재로 83-1,267.02,6,1,0,1
11440-20876,,지상,서울특별시 마포구 동교로 134,352.17,7,1,1,14
11440-11099,11440-1582,지상,서울특별시 마포구 고산18길 25,0.0,1,0,0,0
11140-15289,,지상,서울특별시 중구 퇴계로88다길 23,197.08,4,1,0,5
11140-15265,11140-347,지상,서울특별시 중구 퇴계로86길 81,0.0,4,1,0,0
11140-15258,,지상,서울특별시 중구 다산로42다길 25,201.64,4,1,0,5
11140-15253,,지상,서울특별시 중구 퇴계로86가길 6,237.26,5,1,0,7
11140-15252,,지상,서울특별시 중구 다산로40길 56,244.31,5,1,0,4
11140-15242,11140-781,지상,서울특별시 중구 다산로42가길 29,265.43,5,1,0,5
11140-15240,,지상,서울특별시 중구 다산로38길 27,192.18,4,1,0,5
11140-20543,,지상,서울특별시 중구 청구로 109-7,169.18,4,1,0,0
11140-20539,,지상,서울특별시 중구 동호로20길 86,199.65,4,1,0,3
11140-18668,,지상,서울특별시 중구 청구로12길 32,200.7,4,1,0,0
11140-8780,,지상,서울특별시 중구 장충단로8길 45-13,199.87,5,1,0,2
11650-14876,,지상,서울특별시 서초구 남부순환로 2433-4,0.0,3,1,0,0
11140-100205424,,지상,서울특별시 중구 동호로30길 6,186.77,5,1,0,3
11140-100204133,,지상,서울특별시 중구 퇴계로80길 13-19,150.3,3,0,0,0
11170-2704,,지상,서울특별시 용산구 소월로44가길 39,0.0,2,0,0,0
11140-8783,,지상,서울특별시 중구 장충단로8길 37,243.4,6,1,1,5
11140-15632,,지상,서울특별시 중구 퇴계로88다길 11-1,116.23,2,1,0,0
11140-15633,,지상,서울특별시 중구 퇴계로88가길 8-32,0.0,3,1,0,0
11140-15340,,지상,서울특별시 중구 퇴계로86길 68,235.41,5,1,1,6
11140-15339,,지상,서울특별시 중구 다산로42다길 29,196.68,4,1,0,4
11140-4038,,지상,서울특별시 중구 퇴계로12길 62-9,165.72,3,1,0,0
11440-100284763,,지상,서울특별시 마포구 월드컵로16길 19,199.78,5,0,1,3
11440-100284803,,지상,서울특별시 마포구 와우산로1길 19-5,199.9,4,0,0,2
11140-100222614,,지상,서울특별시 중구 퇴계로36나길 22,142.74,3,0,0,0
11140-100222348,,지상,서울특별시 중구 다산로21길 6-8,326.63,8,0,1,4
11440-100285223,,지상,서울특별시 마포구 동교로51길 117-3,198.63,4,0,0,0
11440-100285324,,지상,서울특별시 마포구 임정로 81,186.74,5,1,1,3
11140-19578,,지상,서울특별시 중구 다산로18길 24,221.13,5,1,0,3
11140-8080,,지상,서울특별시 중구 서애로 17-5,0.0,2,0,0,0
11140-7887,,지상,서울특별시 중구 퇴계로36가길 90-1,179.69,3,1,0,0
11740-17386,,지상,서울특별시 강동구 상일로19길 10,177.3,4,1,0,3
11740-20951,,지상,서울특별시 강동구 구천면로34길 2,0.0,3,1,0,0
11710-12000,,지상,서울특별시 송파구 양재대로71길 2-7,146.66,3,0,0,7
11140-100214593,,지상,서울특별시 중구 다산로42다길 51,157.11,3,0,0,0
11710-19330,,지상,서울특별시 송파구 백제고분로13길 7,149.4,3,1,0,2
11230-6876,,지상,서울특별시 동대문구 홍릉로 36,0.0,2,0,0,0
11710-25277,,지상,서울특별시 송파구 오금로 509,245.57,5,2,1,19
11710-18777,,지상,서울특별시 송파구 백제고분로9길 54,228.61,4,1,0,5
11710-17252,,지상,서울특별시 송파구 삼학사로13길 4,215.74,5,1,0,5
11440-11930,,지상,서울특별시 마포구 독막로 267,290.91,6,1,1,8
11680-11113,,지상,서울특별시 강남구 압구정로32길 24,205.88,5,1,1,8
11680-11973,,지상,서울특별시 강남구 도산대로55길 49,0.0,5,3,0,0
11680-2599,11680-412,지상,서울특별시 강남구 논현로113길 10,0.0,2,1,0,0
11680-3798,,지상,서울특별시 강남구 강남대로136길 63,86.46,2,1,0,3
11230-8493,,지상,서울특별시 동대문구 왕산로 246,0.0,1,0,0,0
11230-100253174,,지상,서울특별시 동대문구 천호대로89길 9,248.71,8,1,1,13
11170-100217520,,지상,서울특별시 용산구 양녕로 445,6.7801,3,0,5,0
11230-10390,,지상,서울특별시 동대문구 답십리로60길 57,0.0,3,1,0,0
11620-100255315,,지상,서울특별시 관악구 청룡8길 66,199.52,5,1,1,4
11620-100288729,,지상,서울특별시 관악구 인헌3길 5,199.7,5,1,1,4
11620-3517,11620-692,지상,봉천동 926-23,0.0,2,0,0,0
11440-9014,,지상,서울특별시 마포구 새창로 8-3,0.0,1,0,0,0
11440-9015,,지상,서울특별시 마포구 도화길 47-1,0.0,1,0,0,0
11440-20008,,지상,서울특별시 마포구 월드컵로 34-1,80.6,1,0,0,0
11440-21939,11440-681,지상,서울특별시 마포구 월드컵북로 8,0.0,3,1,0,0
11440-22987,,지상,서울특별시 마포구 독막로2길 23,0.0,3,1,0,2
11590-100219265,,지상,서울특별시 동작구 노량진로18길 37,0.0,1,1,0,0
11440-100196491,,지상,서울특별시 마포구 와우산로21길 29,199.55,5,1,2,22
11440-100223215,,지상,서울특별시 마포구 성미산로 116-5,199.48,4,0,0,4
11440-25044,,지상,서울특별시 마포구 월드컵로13길 22-6,0.0,2,1,0,0
11530-18547,,지상,서울특별시 구로구 경인로25길 12,275.67,5,1,0,4
11440-26155,,지상,서울특별시 마포구 망원로3길 38,0.0,4,1,0,0
11530-18950,,지상,서울특별시 구로구 도림로10길 23,0.0,1,0,0,0
11440-26787,,지상,서울특별시 마포구 망원로11길 53-6,0.0,1,1,0,0
11530-100216832,,지상,서울특별시 구로구 구로중앙로19가길 13,219.43,5,0,1,4
11440-27989,,지상,서울특별시 마포구 동교로 244-1,142.47,2,0,0,0
11440-27992,,지상,서울특별시 마포구 성미산로 174,0.0,2,0,0,0
11440-28426,,지상,서울특별시 마포구 동교로34길 3,142.78,3,1,0,0
11545-5725,,지상,서울특별시 금천구 독산로 181,152.03,3,1,0,0
11560-100271968,,지상,서울특별시 영등포구 대림로23길 29,212.03,5,2,1,7
11560-14351,,지상,서울특별시 영등포구 선유로 58,113.12,3,1,0,0
11560-28845,,지상,서울특별시 영등포구 신길로8길 3-1,0.0,3,1,0,0
11560-7464,,지상,서울특별시 영등포구 영신로 147,46.74,1,0,0,0
11560-9440,,지상,서울특별시 영등포구 당산로37길 1,0.0,4,1,0,5
11740-20586,,지상,서울특별시 강동구 상암로 183,79.31,3,1,0,6
11620-31919,,지상,서울특별시 관악구 봉천로 497,0.0,3,1,0,0
11590-10335,,지상,서울특별시 동작구 사당로 262,178.69,4,1,0,0
11650-11381,,지상,서울특별시 서초구 강남대로95길 28,246.18,5,1,1,7
11680-15103,,지상,서울특별시 강남구 논현로118길 25,0.0,2,1,0,0
11680-15818,,지상,서울특별시 강남구 논현로119길 16,0.0,2,2,0,0
11680-19078,,지상,서울특별시 강남구 선릉로93길 10,294.58,6,1,0,7
11680-9637,,지상,서울특별시 강남구 선릉로 720,228.01,5,1,0,0
11680-22328,,지상,서울특별시 강남구 선릉로152길 6,248.58,6,1,1,4
11440-24946,,지상,서울특별시 마포구 포은로 68,0.0,2,1,0,0
11710-24303,,지상,서울특별시 송파구 오금로 516,244.7,5,1,0,8
11710-4850,,지상,서울특별시 송파구 올림픽로 348,309.3936,6,1,1,8
11680-100309383,,지상,서울특별시 강남구 도산대로89길 23,193.06,5,1,0,3
11680-10057,,지상,서울특별시 강남구 선릉로153길 26,262.06,6,1,1,7
11680-100239529,,지상,서울특별시 강남구 강남대로152길 22,249.18,6,4,1,12
11680-100240750,,지상,서울특별시 강남구 도산대로 119,794.0,17,6,4,29
11710-24504,,지상,서울특별시 송파구 동남로2길 12,170.99,4,1,0,2
11710-12118,,지상,서울특별시 송파구 동남로 464,33.21,2,0,0,2
11740-19100,,지상,서울특별시 강동구 구천면로 222,112.06,3,1,0,1
11440-19619,,지상,서울특별시 마포구 잔다리로 8-6,75.61,2,1,0,2
11440-17757,,지상,서울특별시 마포구 독막로19길 7,225.62,4,1,0,0
11440-17351,,지상,서울특별시 마포구 독막로22길 17,0.0,3,1,0,0
11440-11606,,지상,서울특별시 마포구 백범로 99-6,0.0,2,0,0,0
11440-10590,,지상,서울특별시 마포구 숭문길 219,0.0,3,1,0,0
11440-10589,,지상,서울특별시 마포구 숭문길 221,0.0,3,0,0,0
11170-5935,,지상,서울특별시 용산구 녹사평대로40나길 47,215.51,4,1,0,0
11200-18537,,지상,서울특별시 성동구 성수일로3길 3-5,193.93,4,1,0,0
11110-3823,,지상,서울특별시 종로구 종로 80-1,0.0,5,1,0,0
11110-20332,,지상,서울특별시 종로구 율곡로6길 15,224.52,5,1,0,4
11110-1806,11110-670,지상,서울특별시 종로구 창경궁로34길 15,132.7,2,0,0,0
11740-6520,,지상,서울특별시 강동구 천호대로198길 32,197.43,4,1,0,4
11740-19229,,지상,서울특별시 강동구 암사길 49,220.61,5,1,0,15
11140-100243346,,지상,서울특별시 중구 동호로 179,357.77,8,1,1,8
11650-9792,,지상,서울특별시 서초구 동산로 92,243.73,6,1,0,7
11650-7842,,지상,서울특별시 서초구 바우뫼로41길 8,185.3,4,1,0,7
11650-12653,,지상,서울특별시 서초구 강남대로 543,333.69,7,2,1,12
11650-12264,,지상,서울특별시 서초구 사평대로 126,295.89,7,4,1,51
11650-100296070,,지상,서울특별시 서초구 안골3길 1,99.5,2,2,1,10
11590-30416,,지상,서울특별시 동작구 만양로14마길 20,199.99,5,1,0,4
11590-100259266,,지상,서울특별시 동작구 여의대방로22길 20,174.3,4,0,1,2
11170-100179284,,지상,서울특별시 용산구 회나무로39길 2,69.61,2,1,0,2
11680-5534,,지상,서울특별시 강남구 선릉로82길 4,185.1,4,1,0,3
11620-9675,,지상,서울특별시 관악구 신림로23길 53-5,159.06,3,1,0,3
11680-4267,,지상,서울특별시 강남구 역삼로3길 20-4,236.94,4,1,0,6
11680-22559,,지상,서울특별시 강남구 역삼로78길 18,238.08,5,1,0,6
11680-22027,,지상,서울특별시 강남구 도산대로30길 20-1,212.75,4,1,0,0
11680-14808,,지상,서울특별시 강남구 일원로3길 60,0.0,4,1,0,1
11680-12370,,지상,서울특별시 강남구 도곡로 422,292.18,6,2,0,0
11680-100310143,,지상,서울특별시 강남구 언주로134길 27,199.01,5,2,1,8
11680-100306603,,지상,서울특별시 강남구 테헤란로104길 26,235.64,6,2,1,14
11590-11348,,지상,서울특별시 동작구 서달로13길 2,83.11,2,0,0,0
11170-9455,,지상,서울특별시 용산구 한강대로84길 11-11,0.0,1,0,0,0
11170-5167,,지상,서울특별시 용산구 한강대로42길 4,0.0,5,1,0,0
11170-22284,,지상,서울특별시 용산구 후암로57길 3-14,30.14,1,0,0,4
11170-16835,,지상,서울특별시 용산구 새창로44길 9,171.72,3,1,0,0
11170-15262,,지상,서울특별시 용산구 장문로 64,232.1,7,1,1,12
11590-100193652,,지상,서울특별시 동작구 노량진로 20-4,246.15,6,1,1,5
11530-5411,,지상,서울특별시 구로구 경인로53길 103,248.0,4,1,0,1
11170-100228139,,지상,서울특별시 용산구 두텁바위로60길 45,133.68,3,1,1,5
11560-13855,11560-669,지상,문래동2가 49-0,0.0,1,0,0,0
11560-100191554,,지상,서울특별시 영등포구 영등포로 33,399.33,8,3,3,138
11170-13786,,지상,서울특별시 용산구 원효로31길 12,236.06,5,1,0,3
11560-17245,,지상,서울특별시 영등포구 양평로20길 4,235.54,4,1,0,0
11215-4506,,지상,서울특별시 광진구 천호대로109길 35,88.41,2,1,0,3
11560-3659,,지상,서울특별시 영등포구 영등포로45길 16-1,0.0,3,1,0,0
11170-19614,,지상,서울특별시 용산구 청파로73다길 8-12,0.0,1,1,0,0
11710-3629,,지상,서울특별시 송파구 위례성대로18길 31-14,305.19,6,2,1,10
11740-8280,,지상,서울특별시 강동구 천호옛14길 23-4,0.0,2,1,0,0
11260-8486,,지상,서울특별시 중랑구 답십리로77길 11,0.0,3,1,0,0
11260-28096,,지상,서울특별시 중랑구 망우로62길 56,0.0,2,1,0,0
11260-18846,,지상,서울특별시 중랑구 동일로 769-6,0.0,2,0,0,0
11260-16872,,지상,서울특별시 중랑구 상봉중앙로8가길 3-11,58.6,1,0,0,1
11290-10391,11290-1006,지상,서울특별시 성북구 동소문로 122,195.72,4,1,0,0
11305-28380,,지상,서울특별시 강북구 도봉로 327,187.73,4,1,0,6
11305-11758,,지상,서울특별시 강북구 솔샘로 225,0.0,4,1,0,0
11440-100223194,,지상,서울특별시 마포구 와우산로29나길 13-3,199.33,5,1,0,4
11230-29537,,지상,서울특별시 동대문구 전농로 22,238.07,5,1,0,17
11230-31948,,지상,서울특별시 동대문구 사가정로 193-7,0.0,2,0,0,0
11230-36424,,지상,서울특별시 동대문구 휘경로 17,0.0,3,1,0,0
11440-22202,,지상,서울특별시 마포구 신촌로8길 6-5,0.0,1,1,0,0
11440-23737,,지상,서울특별시 마포구 양화로3길 82,211.21,4,0,0,2
11440-4537,,지상,서울특별시 마포구 굴레방로9길 10,0.0,1,1,0,0
11680-7056,,지상,서울특별시 강남구 도산대로11길 34,245.19,6,1,1,8
11680-9125,,지상,서울특별시 강남구 논현로 327,0.0,6,2,0,0
11680-4238,,지상,서울특별시 강남구 논현로106길 16-4,167.51,3,1,1,4
11680-6405,,지상,서울특별시 강남구 역삼로34길 14,192.64,4,1,0,0
11140-100243226,,지상,서울특별시 중구 다산로42다길 54,102.99,2,0,0,0
11740-6930,,지상,서울특별시 강동구 양재대로85길 76,147.41,3,1,0,2
11710-6246,,지상,서울특별시 송파구 송파대로44길 6,296.63,8,0,1,6
11110-4673,,지상,서울특별시 종로구 종로63라길 17,279.52,5,1,0,7
11110-27754,,지상,서울특별시 종로구 우정국로2길 31,619.05,7,1,0,0
11110-21700,,지상,서울특별시 종로구 우정국로2길 35,635.15,8,1,0,0
11110-5672,,지상,서울특별시 종로구 돈화문로4길 44-3,0.0,2,0,0,0
11200-22088,,지상,서울특별시 성동구 성덕정15길 4-7,0.0,2,0,0,0
11290-17251,11290-501,지상,서울특별시 성북구 정릉로 255-1,0.0,1,0,0,0
11710-10785,,지상,서울특별시 송파구 백제고분로32길 46,161.71,4,1,0,3
11710-23449,,지상,서울특별시 송파구 올림픽로12길 4-25,229.5,4,1,0,3
11380-31409,,지상,서울특별시 은평구 진흥로1길 27,0.0,2,1,0,0
11710-100480839,11710-100480515,지상,서울특별시 송파구 위례광장로 230,0.0,2,0,1,0
11350-15086,,지상,서울특별시 노원구 동일로192길 5,0.0,2,1,0,0
11710-9179,,지상,서울특별시 송파구 중대로9길 50,0.0,3,1,0,9
11410-13282,,지상,서울특별시 서대문구 신촌로3길 25,118.42,2,0,0,1
11290-25702,,지상,서울특별시 성북구 월곡로5길 58,127.68,2,0,0,0
11500-22463,,지상,서울특별시 강서구 양천로 611,199.58,4,1,0,3
11500-18090,,지상,서울특별시 강서구 양천로 736,0.0,4,1,0,0
11500-15279,,지상,서울특별시 강서구 양천로 104,373.6,8,1,1,12
11500-100267376,,지상,서울특별시 강서구 양천로 112,149.8,3,0,1,4
11500-100259564,,지상,서울특별시 강서구 방화대로40길 36,81.3023,2,0,0,0
11320-100189170,,지상,서울특별시 도봉구 마들로 544,179.65,3,0,0,0
11320-812,,지상,서울특별시 도봉구 도봉로125길 83,291.0,5,0,1,5
11320-818,,지상,서울특별시 도봉구 도봉로129길 49,0.0,4,1,0,0
11530-13552,,지상,서울특별시 구로구 구로중앙로 81-1,188.53,4,1,0,0
11530-3464,11530-168,지상,서울특별시 구로구 신도림로19길 16,0.0,3,1,0,0
11380-21735,,지상,서울특별시 은평구 통일로 739,0.0,5,2,0,0
11560-13327,,지상,서울특별시 영등포구 경인로 750,0.0,1,0,0,0
11560-17510,,지상,서울특별시 영등포구 선유로54길 5,196.56,4,1,0,4
11560-26013,,지상,서울특별시 영등포구 여의대방로35길 9,0.0,2,1,0,0
11410-7366,,지상,서울특별시 서대문구 홍제원1길 16,172.27,4,1,0,4
11440-27999,,지상,서울특별시 마포구 동교로 265,266.81,5,1,1,6
11620-16832,,지상,서울특별시 관악구 신림로 160,234.15,5,1,0,4
11620-939,11620-46,지상,서울특별시 관악구 남부순환로248길 65-1,13.1,1,0,0,0
11620-100242552,,지상,서울특별시 관악구 남부순환로191길 5,349.41,9,1,1,15
11680-6386,,지상,서울특별시 강남구 테헤란로19길 27,186.59,4,1,0,7
11680-6615,,지상,서울특별시 강남구 역삼로3길 17,430.78,8,1,1,7
11500-100355992,11500-100355894,지상,서울특별시 강서구 초원로16길 3-11,0.0,2,1,1,0
11590-100232586,,지상,서울특별시 동작구 상도로 254,229.94,6,0,1,10
