건축물대장 관리번호,용적율,지상층수,지하층수,승강기 수,주차 대수
11230-100187633,490.48,10,1,1,42
11290-13349,208.48,4,1,0,4
11200-22492,0.0,2,0,0,0
11230-100187733,192.87,4,1,0,5
11110-100217105,132.309,3,1,0,0
11230-100190017,198.85,5,1,1,8
11230-100189998,198.33,5,0,0,7
11230-100190057,199.6,5,1,1,3
11170-100220966,69.95,2,0,1,3
11230-100190097,198.43,4,0,0,2
11260-12778,0.0,1,0,0,0
11260-11799,265.35,5,1,0,2
11230-100191662,313.75,8,1,1,1
11230-100191663,199.77,4,0,0,3
11110-12487,0.0,1,0,0,0
11260-11803,183.97,5,1,0,0
11680-10235,461.0,8,2,0,16
11260-11806,197.03,3,1,0,0
11260-11807,199.48,4,1,0,0
11680-10262,85.57,2,1,0,0
11260-14355,177.54,4,1,0,3
11380-3883,269.7,5,1,1,7
11260-14357,0.0,1,0,0,0
11200-8554,242.16,5,1,1,6
11260-14676,171.32,4,1,0,1
11230-100188538,177.82,4,0,0,1
11230-100188557,143.09,3,0,0,0
11230-100188677,178.48,4,1,0,2
11230-100188717,148.97,3,0,0,4
11230-100188757,199.91,6,0,1,3
11230-100188777,212.5,5,1,1,8
11410-27605,0.0,4,1,0,4
11290-11983,0.0,5,1,0,0
11260-12246,59.05,1,0,0,0
11230-100189817,236.69,5,0,1,3
11260-12247,0.0,1,1,0,0
11110-1000000000000000207802,174.69,4,1,1,6
11260-12539,181.55,4,1,0,0
11260-12546,237.05,5,1,0,0
11260-15509,66.92,2,0,0,0
11230-100193162,166.26,4,1,0,2
11230-100193262,139.34,3,0,0,0
11380-6651,0.0,2,1,0,0
11590-13225,149.7,3,1,0,5
11380-6667,185.38,4,1,0,5
11590-100247533,243.74,6,1,1,4
11380-6657,0.0,4,1,0,2
11590-14589,39.65,1,0,0,0
11170-13375,99.82,2,1,0,0
11380-9070,0.0,4,1,0,0
11590-17184,161.54,2,0,0,0
11590-20331,138.29,3,1,0,0
11380-6957,222.67,4,1,0,5
11380-5223,0.0,3,1,0,2
11260-12255,240.24,5,1,0,0
11260-12256,199.69,4,1,0,0
11380-21053,0.0,2,0,0,0
11260-14240,0.0,1,3,0,0
11260-12254,190.9,4,1,0,3
11650-7901,240.74,5,1,0,4
11380-6964,0.0,4,1,0,0
11230-100187753,190.67,4,1,1,7
11620-6918,0.0,5,1,0,0
11590-29273,202.7,4,1,0,4
11380-6977,149.01,3,1,0,0
11500-10274,295.42,5,0,1,4
11380-6988,0.0,2,0,0,0
11380-18611,223.8,4,1,0,5
11650-12918,149.03,3,1,0,5
11380-7007,0.0,3,1,0,0
11530-10043,170.28,3,0,0,3
11380-9076,0.0,2,1,0,0
11140-22627,0.0,2,0,0,0
11440-20115,159.76,3,1,0,0
11230-100188817,199.74,5,1,1,6
11170-14501,104.32,4,0,0,4
11680-14557,199.97,4,1,0,4
11230-100188838,199.37,5,1,1,5
11230-100188839,198.67,5,1,1,4
11230-100188840,179.06,5,1,1,3
11215-21321,0.0,1,0,0,0
11110-15579,155.06,3,1,0,0
11170-5499,0.0,2,0,0,0
11215-21153,0.0,3,1,0,0
11215-21151,308.4,4,1,0,2
11200-20086,0.0,1,0,0,0
11380-8610,174.16,4,1,0,2
11680-11385,0.0,2,1,0,0
11410-12458,0.0,2,1,0,0
11140-1940,0.0,2,0,0,0
11650-16810,210.22,4,1,0,5
11560-100276882,0.0,1,1,0,0
11380-4652,0.0,3,1,0,0
11380-7289,149.33,3,1,0,0
11680-11766,196.87,4,1,0,4
11680-100309283,235.25,6,1,1,8
11230-100188858,298.21,5,1,0,0
11230-100188897,329.92,8,1,1,1
11230-100188917,194.43,4,0,0,4
11260-14603,163.17,4,1,0,1
11230-100190157,199.92,5,1,1,4
11305-5665,198.92,4,1,0,11
11230-100190158,196.19,5,0,0,2
11380-9042,0.0,4,1,0,3
11650-15571,0.0,6,1,0,3
11230-100190197,193.71,4,0,0,2
11380-9458,0.0,1,0,0,0
11680-14849,173.75,4,1,0,3
11230-100190237,249.41,6,0,0,5
11200-19919,0.0,3,1,0,0
11230-100190218,197.44,6,0,1,7
11560-100276269,0.0,2,0,0,0
11200-19925,0.0,3,1,0,0
11380-8771,137.03,3,1,0,0
11200-19928,0.0,2,1,0,0
11140-1986,0.0,5,0,0,0
11710-25346,49.46,1,1,0,2
11200-20639,0.0,1,0,0,0
11380-7353,0.0,1,0,0,0
11380-7369,0.0,2,1,0,0
11380-3590,0.0,3,1,0,0
11140-24289,0.0,6,1,0,0
11650-12802,234.5,6,1,1,8
11260-16220,185.99,4,1,0,4
11260-14415,199.35,5,1,0,4
11260-14418,0.0,2,1,0,0
11260-14419,0.0,2,1,0,0
11260-15250,212.51,5,1,0,4
11260-15831,137.83,3,1,0,5
11320-15602,224.07,5,1,1,12
11380-9598,0.0,2,0,0,0
11680-20775,90.39,2,1,0,0
11230-100190318,197.77,5,0,1,3
11380-20610,191.68,4,1,0,5
11710-6277,0.0,3,1,0,5
11560-100277071,0.0,0,4,0,0
11380-9080,0.0,1,0,0,0
11380-9332,0.0,3,1,0,0
11710-11870,0.0,1,0,0,0
11140-2409,0.0,4,1,0,0
11170-100208278,33.09,1,0,0,2
11380-3377,0.0,1,0,0,0
11110-4463,179.42,3,1,0,0
11380-7725,0.0,3,1,0,0
11380-7727,0.0,3,1,0,0
11380-18529,0.0,2,1,0,0
11680-15244,212.24,4,1,0,6
11380-18524,0.0,3,1,0,0
11260-22732,159.05,3,1,0,1
11260-12935,287.18,5,1,0,0
11650-16415,0.0,3,1,0,0
11260-30544,203.9,4,1,0,0
11380-9726,202.37,4,1,0,3
11380-3833,0.0,4,1,0,0
11380-3824,0.0,4,1,0,0
11680-11986,239.13,5,2,0,5
11290-19123,0.0,1,0,0,0
11545-7806,239.47,4,1,0,3
11380-3837,0.0,3,1,0,0
11230-100188237,0.0,3,0,0,0
11230-100187996,198.7,4,0,0,3
11230-100188156,196.9,4,1,0,5
11230-100188256,195.25,5,0,0,3
11110-100190231,349.16,5,1,0,0
11380-21071,0.0,4,1,0,0
11380-21072,0.0,1,0,0,0
11380-21073,0.0,1,0,0,0
11380-21078,0.0,3,1,0,0
11110-100215985,111.15,2,0,0,0
11110-100216146,374.95,5,1,1,0
11560-100277079,0.0,0,2,0,0
11230-33151,0.0,2,0,0,0
11305-29784,197.84,5,1,0,5
11380-24619,0.0,4,1,0,0
11650-12691,182.39,4,1,0,3
11380-32436,215.99,4,1,0,4
11680-20221,170.23,4,1,0,5
11260-12046,0.0,2,1,0,0
11260-13419,0.0,2,1,0,0
11140-24750,0.0,1,0,0,0
11230-100189059,199.83,5,0,0,3
11380-8376,0.0,2,0,0,0
11230-100189117,193.92,5,0,0,2
11230-100189137,199.94,6,0,1,3
11260-12786,129.87,3,1,0,0
11290-6258,0.0,1,0,0,0
11560-5802,0.0,1,1,0,0
11260-14526,0.0,2,1,0,0
11260-17377,0.0,3,1,0,11
11380-10750,0.0,1,0,0,0
11380-39908,69.52,2,0,0,2
11380-20764,0.0,5,1,0,0
11680-100293063,359.35,9,4,2,21
11680-18005,72.81,2,1,0,5
11110-5638,0.0,1,0,0,0
11260-12060,0.0,1,0,0,0
11260-12062,0.0,3,1,0,0
11260-12063,183.04,3,1,1,3
11260-12065,0.0,3,0,0,0
11230-100188497,196.07,4,1,0,3
11260-12069,402.98,8,1,1,19
11230-100188498,198.26,7,5,1,55
11260-12404,214.58,4,1,0,0
11230-100189177,227.42,4,0,0,0
11380-20627,98.73,2,0,0,1
11380-20658,0.0,3,1,0,0
11380-20659,0.0,3,1,0,0
11260-12826,0.0,3,1,0,0
11230-100191090,244.31,8,1,1,6
11230-100191143,149.88,4,1,0,3
11650-1032,247.69,5,1,1,8
11230-100191180,207.4,5,2,1,8
11215-23005,199.74,4,1,0,4
11110-3679,0.0,2,0,0,0
11230-100191240,188.41,4,1,0,3
11230-100191260,198.77,4,0,0,2
11230-100191762,238.27,6,0,1,5
11230-100191882,146.79,3,1,0,1
11230-100191902,176.31,3,0,0,5
11140-2070,0.0,2,0,0,0
11560-5921,0.0,2,0,0,0
11560-9358,0.0,2,0,0,0
11140-23220,148.7,2,0,0,0
11590-1192,0.0,3,1,0,0
11260-12412,0.0,3,1,0,0
11680-100305445,197.85,5,1,1,4
11410-8195,0.0,2,1,0,0
11620-8904,199.02,4,1,0,5
11230-100191280,195.3,4,0,0,2
11230-100191283,195.53,4,1,1,4
11230-100191303,199.54,5,0,1,3
11230-100191320,179.81,5,1,0,3
11260-12261,222.73,4,1,0,0
11260-12262,171.82,4,1,0,0
11260-12263,144.03,3,1,0,0
11500-25073,130.694,4,1,0,4
11110-28377,0.0,5,1,0,0
11260-951,292.71,5,1,0,8
11260-1407,0.0,3,1,0,0
11260-12024,24.71,1,0,0,0
11140-23381,230.3,4,1,0,4
11260-14578,200.47,4,1,0,2
11260-14579,179.31,4,1,0,0
11260-14585,0.0,3,1,0,0
11260-15037,0.0,1,0,0,0
11110-17866,0.0,5,1,0,0
11380-2983,0.0,3,1,0,0
11200-20595,0.0,4,1,0,2
11320-9301,209.84,5,1,0,4
11260-14326,12.78,1,0,0,0
11350-100217728,199.91,5,0,1,3
11380-3501,0.0,3,1,0,0
11650-13296,195.65,4,1,0,3
11650-12832,338.87,7,1,0,4
11230-100191341,149.19,4,1,0,3
11260-15504,0.0,1,0,0,0
11140-8159,250.61,5,1,1,13
11260-15506,25.45,2,0,0,3
11260-15499,0.0,2,1,0,0
11230-100187446,149.97,4,1,1,4
11230-100187506,146.38,5,0,0,1
11230-100187554,196.63,5,1,1,4
11320-2304,228.02,4,1,0,3
11140-4910,195.2374,4,1,0,0
11680-22447,264.28,6,1,1,23
11110-4824,0.0,4,0,0,0
11380-7647,117.83,2,1,0,0
11590-3570,196.51,5,1,0,5
11110-28081,0.0,1,0,0,0
11380-7659,166.35,3,1,0,0
11680-10869,227.43,4,1,0,8
11380-7663,152.46,3,1,0,0
11590-17442,0.0,5,1,0,0
11110-100226205,84.35,2,1,0,0
11230-100189446,146.6,3,1,0,3
11680-23330,166.7651,3,1,0,4
11380-17088,0.0,2,1,0,0
11260-15838,187.23,4,1,0,4
11500-100352154,558.2,11,5,3,74
11170-20016,274.12,5,1,1,7
11260-15851,229.78,5,1,0,0
11110-4608,0.0,1,0,0,0
11200-19909,0.0,1,0,0,0
11620-32654,0.0,4,1,0,0
11620-32758,295.7,5,1,0,1
11380-7670,0.0,3,1,0,0
11110-6532,0.0,1,0,0,0
11110-6536,0.0,1,0,0,0
11200-3519,0.0,5,1,0,0
11230-100189557,198.0,4,0,0,3
11260-15353,157.67,3,0,0,2
11230-100189637,195.68,5,1,1,5
11620-9124,299.93,7,1,1,14
11260-15706,192.58,4,1,0,4
11260-14528,177.51,4,1,0,0
11620-7459,0.0,5,1,0,0
11260-16102,144.59,3,1,0,0
11680-17208,182.53,4,1,0,3
11680-17748,149.06,3,1,0,1
11260-16060,0.0,3,1,0,0
11560-14340,314.72,5,1,0,0
11260-15322,0.0,4,1,0,0
11200-3627,157.9406,3,1,0,4
11680-7176,236.38,5,1,0,5
11260-15969,0.0,3,1,0,0
11530-5294,0.0,2,1,0,0
11710-24340,250.46,5,1,0,4
11260-15452,145.84,3,1,0,2
11260-14801,188.28,4,1,0,0
11260-15463,0.0,2,0,0,0
11260-15466,0.0,5,1,0,0
11260-15468,0.0,4,1,0,0
11230-100195586,359.79,8,1,1,0
11230-32456,0.0,2,0,0,0
11650-1072,144.88,3,1,0,2
11260-15880,0.0,3,1,0,0
11260-15881,202.42,4,1,0,3
11260-15884,298.64,6,1,1,14
11260-15887,198.94,4,1,0,0
11260-15888,40.78,1,0,0,0
11530-4273,94.35,2,0,0,1
11260-15899,0.0,3,1,0,5
11260-15903,181.07,4,1,0,2
11260-15144,0.0,2,1,0,0
11260-15140,218.5,5,1,0,4
11680-20156,185.43,4,0,0,6
11230-100194143,199.02,4,1,0,3
11350-11271,0.0,3,1,0,0
11260-14532,181.65,4,1,0,0
11620-9793,185.25,4,1,0,0
11260-15905,0.0,3,1,0,4
11650-11065,78.1,2,1,0,1
11215-11172,182.72,4,1,0,5
11440-14700,146.07,3,1,0,4
11680-14548,0.0,3,1,0,0
11680-14772,194.43,4,0,0,2
11200-22007,119.94,2,1,0,0
11260-15916,0.0,3,1,0,0
11560-4055,0.0,1,0,0,0
11260-15918,33.47,1,1,0,3
11260-15919,0.0,3,1,0,0
11260-15925,199.54,4,1,0,0
11440-29115,92.64,1,0,0,0
11200-22022,0.0,1,0,0,0
11200-22023,0.0,1,0,0,0
11200-22024,0.0,1,0,0,0
11650-11547,241.0,5,1,0,6
11200-22025,0.0,2,0,0,0
11740-4338,214.74,5,2,1,34
11200-22028,0.0,1,0,0,0
11200-22031,0.0,1,0,0,0
11650-12889,218.1,3,1,0,0
11200-22030,0.0,1,0,0,0
11200-22036,0.0,3,0,0,0
11200-22037,0.0,1,0,0,0
11260-16122,97.82,2,1,0,0
11200-22039,0.0,1,0,0,0
11200-22041,0.0,3,0,0,0
11740-100297422,245.33,7,1,1,8
11170-100188372,161.2519,2,0,0,0
11650-11625,181.98,4,1,0,5
11710-2297,0.0,1,0,0,0
11260-16138,226.39,4,1,0,4
11200-20132,66.14,2,1,0,0
11380-6283,82.87,2,0,0,0
11410-8249,0.0,3,1,0,2
11140-100199592,634.99,8,1,1,0
11410-719,0.0,1,0,0,0
11140-8618,0.0,1,0,0,0
11140-8627,0.0,1,0,0,0
11260-15621,173.55,3,0,0,0
11200-22056,0.0,2,0,0,0
11110-22806,0.0,1,0,0,0
11200-22058,0.0,2,0,0,0
11200-22061,0.0,2,0,0,0
11260-16142,0.0,2,1,0,0
11230-25414,68.2,1,0,0,0
11200-22066,0.0,2,0,0,0
11110-28835,321.54,7,1,1,0
11260-16156,0.0,3,1,0,0
11230-16656,188.52,4,1,0,0
11200-22627,0.0,4,1,0,0
11680-8694,270.14,6,1,1,5
11260-16140,0.0,2,0,0,0
11260-14538,182.2,4,1,0,0
11260-14539,177.24,4,1,0,0
11650-100296438,0.0,0,3,0,0
11380-6704,0.0,2,1,0,0
11200-20178,0.0,4,1,0,0
11230-100196644,267.62,6,0,0,2
11200-22384,0.0,2,0,0,0
11170-1196,0.0,5,1,0,0
11260-24663,0.0,3,1,0,0
11110-3133,0.0,1,0,0,0
11200-22076,0.0,2,0,0,0
11260-16181,0.0,1,0,0,0
11260-14549,194.09,4,1,0,0
11200-3453,249.74,5,1,0,6
11200-22078,0.0,2,0,0,0
11260-15478,96.59,2,0,0,0
11650-12641,0.0,4,1,0,0
11380-6710,0.0,2,1,0,0
11380-4248,0.0,4,1,0,0
11560-100194454,398.31,7,1,1,20
11200-22082,0.0,1,0,0,0
11200-22083,0.0,2,0,0,0
11200-20187,0.0,1,0,0,0
11215-23774,239.36,4,1,0,2
11380-4284,0.0,3,1,0,0
11200-20204,0.0,3,1,0,0
11290-100246887,16.62,1,0,0,1
11230-28955,241.85,8,2,1,12
11680-9076,297.14,6,1,0,6
11260-14359,0.0,1,0,0,0
11260-14362,19.79,1,0,0,0
11200-22410,145.3,3,1,0,0
11260-14366,73.78,2,0,0,1
11200-22420,0.0,3,1,0,0
11200-22425,0.0,3,1,0,0
11110-20035,0.0,1,0,0,0
11260-15941,47.11,2,0,0,0
11260-15943,317.08,4,0,0,0
11110-21904,52.91,1,0,0,0
11200-22086,115.7692,2,0,0,0
11200-22087,0.0,2,0,0,0
11110-26816,0.0,1,0,0,0
11500-100279212,56.81,3,0,0,5
11110-27092,0.0,1,0,0,0
11380-4293,163.55,4,1,0,0
11380-4294,0.0,2,1,0,0
11380-4295,0.0,2,0,0,0
11260-15944,0.0,3,1,0,0
11650-12766,189.56,4,1,0,5
11230-100194175,199.88,4,0,0,3
11380-7464,0.0,2,1,0,0
11230-100194203,192.56,4,1,0,3
11200-20246,199.52,4,1,0,2
11440-15533,299.53,7,0,1,4
11380-7523,0.0,1,0,0,0
11140-4980,0.0,5,1,0,0
11215-3260,332.85,7,2,0,11
11200-21767,0.0,2,0,0,0
11140-9996,0.0,5,1,0,0
11170-8950,151.3,3,1,0,3
11230-100196042,198.58,5,0,0,3
11380-14420,258.21,6,1,0,11
11200-22449,0.0,2,1,0,0
11260-16050,195.9,5,1,0,0
11260-16052,0.0,2,1,0,0
11260-16053,0.0,2,1,0,0
11260-16059,49.78,1,1,0,5
11260-1457,258.92,5,0,0,4
11410-12822,240.81,6,1,0,5
11380-1313,212.84,5,1,1,16
11380-4662,0.0,1,0,0,0
11200-20273,0.0,3,1,0,0
11230-7671,78.42,1,1,0,0
11200-20281,0.0,1,0,0,0
11200-20285,0.0,2,1,0,0
11380-19311,0.0,1,0,0,0
11200-20274,0.0,3,1,0,0
11200-20289,194.7,4,1,0,3
11200-21795,167.15,3,1,0,0
11230-100196240,0.0,3,1,0,0
11110-25746,0.0,3,1,0,0
11110-25956,46.48,1,0,0,0
11110-26698,0.0,2,0,0,0
11410-6939,186.21,3,0,0,0
11110-27612,55.9,1,0,0,0
11740-18971,225.86,5,1,0,5
11200-22108,0.0,1,0,0,0
11110-8111,197.2,4,1,1,3
11200-22128,0.0,1,0,0,0
11200-22129,0.0,1,0,0,0
11650-1509,0.0,4,1,0,0
11200-22137,0.0,1,0,0,0
11200-22138,99.7,2,0,0,0
11200-22140,0.0,1,0,0,0
11740-19029,145.16,3,1,0,0
11140-5170,0.0,1,0,0,0
11710-18880,75.7,3,0,0,3
11140-5211,0.0,5,1,0,0
11230-1384,0.0,2,0,0,0
11230-100197104,249.73,7,0,1,5
11260-11691,0.0,2,1,0,0
11230-100197124,199.44,4,1,0,6
11290-10088,258.19,4,1,0,0
11200-22469,0.0,2,0,0,0
11230-100195665,199.91,4,0,1,0
11350-6732,107.01,3,0,0,0
11350-7601,153.23,3,1,0,0
11350-7688,0.0,2,1,0,0
11380-19352,0.0,1,0,0,0
11140-5295,0.0,5,0,0,0
11110-6382,0.0,1,0,0,0
11140-5314,283.66,4,0,0,0
11380-19355,0.0,3,1,0,0
11140-5367,0.0,2,1,0,0
11650-8682,141.54,3,0,0,2
11380-19393,0.0,1,0,0,0
11140-5410,150.39,3,1,0,0
11380-19396,0.0,2,0,0,0
11380-20765,0.0,2,1,0,0
11650-8609,153.59,3,1,0,3
11140-5283,0.0,3,0,0,0
11410-17192,89.96,3,1,0,6
11230-100195735,146.59,4,1,0,3
11110-22651,0.0,1,0,0,0
11110-25239,0.0,2,0,0,0
11230-100195805,149.01,4,1,0,3
11110-26882,0.0,2,1,0,0
11290-40665,151.66,3,1,0,3
11290-3989,59.39,2,2,0,8
11290-41262,374.38,7,1,0,13
11170-16971,169.97,4,0,0,0
11170-21183,0.0,2,0,0,0
11170-15104,130.5,3,1,0,0
11380-21411,0.0,5,1,0,0
11200-20344,251.86,4,1,0,0
11380-21436,0.0,4,1,0,0
11380-2151,0.0,5,1,0,0
11650-16704,0.0,4,1,0,0
11230-100194275,329.17,8,1,1,0
11230-100194305,193.61,4,0,0,3
11230-100194306,401.11,7,0,1,1
11380-21561,0.0,3,1,0,1
11410-20901,198.14,5,0,0,2
11680-9539,0.0,5,1,0,0
11140-1670,0.0,4,0,0,0
11260-1361,145.6,5,1,0,17
11200-21877,0.0,1,0,0,0
11140-12779,0.0,2,0,0,0
11200-21883,198.25,4,1,0,4
11290-100233213,192.2141,5,2,1,23
11200-21878,0.0,4,1,0,0
11260-15999,174.31,4,1,0,0
11260-16001,36.35,1,0,0,0
11260-16002,36.35,1,1,0,3
11260-16006,59.43,1,0,0,0
11260-16008,189.68,4,1,0,0
11200-22233,0.0,2,1,0,0
11170-17419,0.0,3,1,0,0
11410-20034,84.06,2,1,0,0
11230-100195926,149.86,4,1,1,3
11410-7167,0.0,3,1,0,0
11140-5612,0.0,3,1,0,0
11680-9572,0.0,2,1,0,0
11650-18629,0.0,2,0,0,0
11200-20402,0.0,3,1,0,0
11650-16116,208.61,4,1,0,0
11260-15460,0.0,2,0,0,0
11200-21886,219.01,4,1,0,3
11260-15453,0.0,3,1,0,2
11200-21890,0.0,2,0,0,0
11260-14733,173.86,3,1,0,0
11260-14199,398.39,7,1,1,17
11260-15170,0.0,3,1,0,0
11260-15173,0.0,2,1,0,0
11680-17407,244.16,5,1,1,5
11680-17801,141.14,3,1,0,0
11650-8470,59.14,1,0,0,0
11200-22255,0.0,1,0,0,0
11200-22257,0.0,2,0,0,0
11140-2289,0.0,2,0,0,0
11140-23178,277.55,4,1,0,0
11170-16479,0.0,1,1,0,0
11230-100196363,199.82,5,0,1,4
11290-23192,0.0,1,0,0,0
11140-6057,0.0,2,0,0,0
11200-20508,0.0,3,1,0,0
11230-100194557,195.03,4,1,0,3
11260-13594,0.0,3,1,0,0
11650-16433,0.0,4,1,0,4
11200-21914,0.0,2,1,0,0
11170-100204397,183.43,4,2,1,3
11110-6695,0.0,1,0,0,0
11560-30709,0.0,2,1,0,0
11110-9482,0.0,2,1,0,0
11200-22532,71.69,1,0,0,0
11260-16011,0.0,2,1,0,0
11260-16024,0.0,2,1,0,0
11200-22534,59.49,1,0,0,0
11305-15434,139.52,3,1,0,1
11230-20675,0.0,4,1,0,0
11170-12456,0.0,1,0,0,0
11170-17028,0.0,2,1,0,0
11140-6226,0.0,2,0,0,0
11110-14426,0.0,4,1,0,0
11320-9153,478.81,10,3,2,49
11650-2541,198.49,5,0,0,3
11410-8445,165.36,3,0,0,1
11260-14802,0.0,4,1,0,0
11260-14803,0.0,3,1,0,0
11230-29413,184.05,4,1,0,4
11200-22548,181.22,4,1,0,5
11230-100196885,149.64,4,1,1,4
11230-100196944,199.6,6,0,1,4
11140-6499,0.0,2,0,0,0
11140-6698,0.0,2,0,0,0
11140-6699,0.0,1,0,0,0
11740-7108,0.0,3,1,0,3
11230-100194766,149.51,3,1,0,3
11110-14649,0.0,2,1,0,0
11110-15613,0.0,2,1,0,0
11110-16085,59.19,1,0,0,0
11200-21941,0.0,2,1,0,0
11110-16394,0.0,1,0,0,0
11110-13508,47.6917,1,0,0,0
11200-21946,0.0,1,0,0,0
11260-16113,0.0,3,1,0,0
11110-18270,0.0,1,0,0,0
11200-22550,0.0,1,0,0,0
11200-22562,0.0,3,1,0,0
11200-22564,0.0,2,1,0,0
11200-22565,0.0,3,1,0,0
11650-2261,0.0,5,1,0,0
11230-100195986,147.5,4,1,1,3
11260-15271,0.0,2,0,0,0
11140-6999,0.0,3,0,0,0
11110-100210525,149.4,4,1,0,3
11170-11702,0.0,2,1,0,0
11170-11870,73.56,1,0,0,0
11140-7235,214.71,5,1,0,6
11305-30372,29.3735,2,0,0,0
11290-33198,0.0,3,1,0,0
11680-12462,231.45,6,1,0,9
11260-14322,193.26,4,0,0,2
11260-15119,0.0,4,1,0,0
11170-10288,0.0,1,0,0,0
11200-22582,0.0,1,0,0,0
11590-21027,118.38,2,0,0,0
11710-14784,0.0,4,1,0,0
11260-15192,377.77,8,1,1,10
11590-31287,0.0,3,1,0,0
11170-14576,0.0,3,0,0,0
11260-14300,46.51,1,0,0,0
11545-11244,244.08,5,1,0,8
11230-100196609,313.75,8,1,1,0
11140-1433,0.0,4,0,0,0
11200-21234,0.0,1,0,0,0
11140-7301,0.0,2,0,0,0
11230-100193943,199.61,7,1,1,6
11140-7344,0.0,2,0,0,0
11140-7345,53.85,1,0,0,0
11230-100193983,198.32,5,0,1,3
11140-14985,0.0,3,1,0,0
11200-21335,155.59,2,1,0,0
11200-19595,51.58,1,1,0,0
11110-22178,295.9,6,1,1,10
11200-21973,213.24,4,1,0,5
11200-21977,176.6,4,1,0,2
11230-100195503,199.67,5,0,1,3
11200-22596,180.37,4,1,0,3
11110-27039,0.0,1,0,0,0
11260-15548,220.48,4,1,0,4
11290-37183,0.0,2,0,0,0
11650-13339,133.63,3,1,0,2
11560-8302,0.0,1,0,0,0
11560-8677,188.31,4,1,0,0
11200-21394,0.0,3,1,0,0
11590-100236986,214.7,5,1,1,3
11440-21878,186.77,4,1,0,0
11440-21901,0.0,1,0,0,0
11110-15201,193.51,3,1,0,0
11440-21933,268.01,5,1,0,3
11440-21942,207.61,4,1,0,0
11140-11912,112.68,4,0,0,0
11170-11676,59.94,1,0,0,0
11440-21932,0.0,3,1,0,0
11710-100560581,0.0,0,1,3,0
11650-100262774,196.94,5,2,1,5
11545-2297,0.0,3,1,0,0
11650-7997,137.37,3,1,0,2
11650-8101,360.65,7,2,1,14
11170-23921,55.93,1,0,0,0
11560-14625,0.0,3,1,0,0
11140-3810,0.0,3,1,0,0
11320-6174,170.03,4,1,0,2
11650-16950,299.63,8,4,2,51
11170-21131,0.0,1,0,0,0
11140-7982,0.0,1,0,0,0
11650-16961,0.0,2,1,0,0
11140-7915,124.45,3,1,0,7
11230-100191080,329.7,8,1,1,0
11260-15092,143.04,3,1,0,0
11260-15093,176.53,4,1,0,0
11290-30580,0.0,4,1,0,0
11650-8740,178.16,4,0,0,4
11410-7198,0.0,1,0,0,0
11560-100206096,120.41,3,0,0,5
11290-100195108,16.36,1,0,0,0
11140-20287,155.29,3,0,0,0
11290-100194888,108.8991,2,0,0,0
11560-100236588,269.71,7,0,1,6
11170-24342,0.0,1,0,0,0
11170-24413,0.0,2,1,0,0
11140-14631,222.55,3,0,0,0
11140-14676,0.0,5,1,0,0
11290-23065,59.35,1,0,0,0
11440-20306,199.31,5,0,0,4
11290-10005,0.0,3,1,0,0
11170-3855,0.0,2,0,0,0
11140-16618,109.31,2,0,0,0
11290-100227925,0.0,2,0,0,0
11680-18234,166.15,3,1,0,4
11290-100181365,60.96,2,0,0,0
11200-22751,0.0,2,0,0,0
11260-6890,52.68,1,0,0,1
11410-7226,0.0,3,1,0,2
11170-19906,170.25,3,1,0,1
11200-22677,210.25,5,1,0,4
11170-4256,176.81,4,1,0,0
11110-7000,0.0,2,0,0,0
11110-7202,0.0,1,0,0,0
11140-100228437,236.39,6,0,1,1
11290-100229233,1.27,1,0,0,0
11110-7208,0.0,3,1,0,0
11170-16844,72.39,2,1,0,0
11290-11430,0.0,5,1,0,0
11440-20424,0.0,2,1,0,0
11170-4219,214.76,4,0,0,4
11140-100179624,0.0,3,0,0,0
11110-9922,0.0,4,1,0,2
11680-10504,77.97,2,1,0,0
11380-12117,0.0,3,1,0,0
11440-25610,0.0,2,1,0,0
11290-100183166,2.34,1,0,0,0
11440-25472,0.0,2,1,0,0
11560-21628,57.92,2,0,0,0
11260-15102,0.0,3,1,0,0
11260-15103,194.76,4,1,0,2
11170-20148,176.71,3,1,0,0
11170-24912,0.0,3,1,0,0
11170-24915,0.0,4,0,0,0
11170-24916,0.0,3,1,0,0
11110-1161,0.0,1,0,0,0
11110-29872,0.0,1,0,0,0
11110-5073,0.0,1,0,0,0
11680-11701,0.0,6,1,0,0
11110-5713,296.31,5,1,0,1
11440-100281323,195.75,5,1,1,5
11110-6200,105.8,3,1,0,1
11440-31292,0.0,2,1,0,0
11680-100249091,229.8,6,1,1,6
11170-20326,0.0,1,0,0,0
11710-100187899,163.78,3,1,0,2
11200-1000000000000001065006,188.18,5,1,0,2
11290-100229455,118.8,2,0,0,0
11290-21719,198.87,4,0,0,2
11290-22439,0.0,2,1,0,0
11230-100200786,345.86,8,1,2,0
11170-20922,151.92,3,0,0,0
11290-100205013,6.07,1,1,0,2
11215-24579,181.89,5,1,1,11
11110-8813,0.0,2,1,0,0
11170-17335,98.96,2,1,0,0
11590-17086,178.24,3,1,0,0
11215-13141,0.0,4,1,0,0
11620-34082,0.0,4,1,0,0
11590-19645,147.77,3,1,0,0
11680-13050,0.0,2,1,0,0
11170-25064,0.0,2,0,0,0
11170-25096,0.0,1,0,0,0
11170-25144,211.85,5,1,0,4
11260-22749,0.0,2,1,0,0
11230-100200894,190.1,4,1,1,3
11170-4874,104.9,2,1,0,0
