관리_전유_공용_면적_pk,층_구분_코드,층_번호,면적
11740-1000000000000000374878,10.0,0,1.12
11740-1000000000000000374880,10.0,0,1.17
11740-1000000000000000374884,10.0,0,6.67
11740-1000000000000000374885,10.0,0,7.69
11230-100086921,10.0,2,0.09
11230-100086922,40.0,0,0.92
11230-100086923,10.0,4,2.55
11230-100086924,10.0,5,0.73
11230-100086925,20.0,2,4.68
11230-100086926,20.0,14,0.02
11230-100086927,20.0,2,0.53
11230-100086928,10.0,5,0.66
11230-100086929,10.0,5,1.06
11230-100086930,10.0,4,3.74
11230-100086931,10.0,2,0.1
11230-100086932,40.0,0,1.38
11230-100086933,20.0,2,6.87
11230-100086934,20.0,2,0.81
11230-100086935,20.0,14,0.03
11290-1000000000000000012392,20.0,2,13.16
11290-1000000000000000012395,20.0,2,13.94
11290-1000000000000000012396,40.0,1,13.46
11230-100086460,20.0,2,6.28
11230-100086461,20.0,2,0.74
11230-100086462,20.0,14,0.03
11230-100086463,10.0,5,0.55
11230-100086464,10.0,2,0.09
11230-100086465,40.0,0,1.13
11230-100086467,10.0,5,0.86
11230-100086587,10.0,2,0.09
11230-100086588,40.0,0,1.05
11230-100086589,20.0,2,5.29
11740-1000000000000000383255,20.0,1,16.8
11740-1000000000000000383257,20.0,1,37.59
11545-1000000000000000223246,40.0,0,48.34
11545-1000000000000000223248,40.0,0,14.65
11230-100086605,10.0,5,0.66
11740-1000000000000000400365,20.0,0,29.37
11740-1000000000000000401875,20.0,5,90.53
11740-1000000000000000401876,20.0,4,2.64
11740-1000000000000000401877,20.0,2,11.04
11740-1000000000000000401878,20.0,1,19.89
11740-1000000000000000401879,20.0,4,2.75
11740-1000000000000000401880,20.0,3,35.31
11740-1000000000000000401881,20.0,5,62.16
11740-1000000000000000401882,20.0,3,11.58
11740-1000000000000000401883,20.0,3,11.15
11740-1000000000000000401884,20.0,1,2.64
11740-1000000000000000401885,20.0,4,62.16
11740-1000000000000000401886,20.0,4,90.53
11740-1000000000000000401887,20.0,3,36.36
11740-1000000000000000401888,20.0,1,33.99
11740-1000000000000000401889,20.0,4,35.31
11740-1000000000000000401890,20.0,1,2.78
11740-1000000000000000401891,20.0,1,2.67
11740-1000000000000000401892,20.0,5,19.7
11740-1000000000000000401893,20.0,3,19.7
11740-1000000000000000401894,20.0,4,2.67
11740-1000000000000000401895,20.0,1,2.64
11740-1000000000000000401896,20.0,3,20.49
11740-1000000000000000401907,20.0,2,2.64
11545-1000000000000000223821,40.0,0,19.84
11545-1000000000000000223825,40.0,0,46.87
11545-1000000000000000223835,40.0,0,49.66
11545-1000000000000000223837,20.0,2,90.72
11545-1000000000000000223839,10.0,3,6.91
11320-1000000000000000069767,10.0,1,3.74
11545-1000000000000000223850,10.0,3,7.04
11290-1000000000000000012399,40.0,1,12.12
11320-1000000000000000069795,20.0,1,4.22
11620-1000000000000000223953,40.0,0,7.74
11620-1000000000000000223954,40.0,0,3.18
11620-1000000000000000223955,20.0,6,23.12
11620-1000000000000000223956,20.0,6,9.5
11230-100086942,20.0,14,0.01
11230-100086943,20.0,2,0.26
11230-100086944,10.0,5,0.43
11230-100086945,10.0,2,0.07
11230-100086946,40.0,0,0.85
11230-100086947,10.0,4,2.36
11230-100086949,20.0,2,4.33
11230-100086950,20.0,14,0.02
11230-100086951,20.0,2,0.51
11230-100086952,10.0,5,0.28
11230-100086953,10.0,5,0.43
11230-100086954,10.0,4,1.54
11230-100086955,10.0,2,0.05
11740-100002403,40.0,0,12.06
11740-100002404,40.0,0,0.66
11740-100002405,40.0,0,2.09
11740-100002406,40.0,0,34.57
11740-100002407,40.0,0,1.68
11740-100002408,40.0,0,16.31
11740-100002409,40.0,0,46.78
11740-100002410,40.0,0,0.9
11740-100002411,40.0,0,2.83
11740-100002412,40.0,0,2.27
11740-100002413,40.0,0,10.87
11740-100002414,40.0,0,1.52
11740-100002415,40.0,0,1.88
11740-100002416,40.0,0,31.19
11740-100002417,40.0,0,0.6
11740-100002418,40.0,0,22.56
11740-100002419,40.0,0,64.69
11740-100002420,40.0,0,3.15
11740-100002421,40.0,0,1.24
11740-100002425,40.0,0,0.76
11740-100002426,40.0,0,39.75
11740-100002427,40.0,0,2.4
11740-100002428,40.0,0,14.78
11740-100002429,40.0,0,42.39
11740-100002430,40.0,0,0.81
11740-100002431,40.0,0,2.56
11740-100002432,40.0,0,2.07
11740-100002433,40.0,0,34.86
11740-100002434,40.0,0,4.87
11740-100002435,40.0,0,6.04
11740-100002436,40.0,0,100.0
11740-100002437,40.0,0,1.92
11740-100002438,40.0,0,17.14
11740-100002439,40.0,0,49.18
11740-100002440,40.0,0,2.39
11740-100002441,40.0,0,0.94
11740-100002442,40.0,0,2.98
11740-100002443,40.0,0,11.98
11740-100002444,40.0,0,1.67
11740-100002445,40.0,0,0.66
11740-100002446,40.0,0,34.34
11740-100002447,40.0,0,2.08
11740-100002458,40.0,0,11.98
11740-100002459,40.0,0,34.34
11740-100002460,40.0,0,1.67
11740-100002461,40.0,0,0.66
11740-100002462,40.0,0,2.08
11740-100002468,40.0,0,17.55
11740-100002469,40.0,0,50.33
11740-100002470,40.0,0,0.97
11320-100017215,20.0,3,23.34
11320-100017216,20.0,2,27.67
11320-100017217,20.0,3,27.67
11230-100086533,20.0,14,0.02
11230-100086534,20.0,2,4.33
11230-100086535,20.0,2,0.51
11230-100086536,10.0,5,0.43
11230-100086537,10.0,2,0.07
11230-100086538,10.0,5,0.66
11470-1000000000000000316680,10.0,0,2.76
11170-1000000000000000235589,10.0,2,207.69
11230-100086574,20.0,14,0.01
11230-100086575,20.0,2,0.42
11230-100086576,10.0,5,0.43
11230-100086577,10.0,2,0.07
11740-1000000000000000301286,10.0,1,2.87
11740-1000000000000000301287,10.0,0,16.32
11230-100086578,40.0,0,0.85
11230-100086579,10.0,4,2.36
11230-100086580,10.0,5,0.66
11230-100086581,20.0,2,4.33
11230-100086554,10.0,4,3.07
11230-100086555,10.0,2,0.09
11230-100086556,40.0,0,1.13
11230-100086557,20.0,2,5.64
11230-100086558,20.0,2,0.67
11230-100086559,20.0,14,0.02
11230-100086560,10.0,5,0.28
11230-100086561,10.0,2,0.05
11230-100086562,40.0,0,0.57
11230-100086563,10.0,4,1.57
11740-1000000000000000301459,10.0,1,1.14
11740-1000000000000000301469,10.0,1,6.55
11740-1000000000000000301471,20.0,0,37.27
11230-1000000000000000375323,40.0,0,11.799
11230-100086582,20.0,14,0.02
11230-100086583,20.0,2,0.51
11500-1000000000000000030149,20.0,1,40.74
11500-8861,22.0,0,76.38
11500-100227592,10.0,1,90.67
11740-1000000000000000127703,20.0,1,31.37
11740-1000000000000000127704,40.0,0,8.66
11740-1000000000000000127705,20.0,1,0.64
11740-1000000000000000127706,20.0,1,1.01
11740-1000000000000000127707,10.0,1,60.48
11740-1000000000000000127708,40.0,0,11.76
11740-1000000000000000127713,40.0,0,21.86
11740-1000000000000000127714,20.0,1,1.09
11740-1000000000000000127715,40.0,0,10.74
11740-1000000000000000127716,20.0,1,0.64
11740-1000000000000000127718,40.0,0,10.74
11230-100086606,10.0,5,0.43
11230-100086607,20.0,2,4.33
11230-100086608,10.0,5,0.21
11320-100037309,20.0,1,32.01
11320-100037310,20.0,1,32.01
11320-100037319,20.0,1,1.26
11320-100037320,20.0,1,1.26
11230-100086635,10.0,4,2.36
11230-100086636,10.0,5,0.66
11230-100086637,20.0,2,4.33
11320-100037332,20.0,2,49.17
11545-1000000000000000139809,20.0,3,9.19
11320-100037546,20.0,3,44.41
11320-100037549,40.0,0,46.44
11320-100037555,20.0,3,59.69
11320-100037556,20.0,2,68.45
11740-1000000000000000218568,40.0,0,147.42
11740-1000000000000000218569,10.0,1,1444.5
11740-1000000000000000218570,10.0,1,661.28
11230-100086233,20.0,2,4.5
11230-100086234,20.0,2,3.76
11230-100086235,20.0,2,5.86
11740-1000000000000000218578,10.0,2,368.33
11740-1000000000000000218579,40.0,0,8.74
11740-1000000000000000221014,40.0,0,2.24
11230-100086731,10.0,4,2.55
11230-100086732,10.0,5,0.73
11230-100086733,20.0,2,4.68
11530-100107834,20.0,10,256.79
11740-1000000000000000221015,20.0,1,36.55
11530-100107835,20.0,10,218.98
11530-100107840,20.0,7,47.6
11740-1000000000000000221021,20.0,1,31.12
11545-1000000000000000223268,20.0,1,42.57
11230-100086325,20.0,2,4.33
11230-100086326,20.0,14,0.02
11230-100086327,10.0,5,0.53
11230-100086328,10.0,5,0.86
11230-100086329,10.0,4,3.03
11230-100086330,10.0,2,0.09
11230-100086341,20.0,14,0.02
11230-100086342,20.0,2,0.67
11230-100086343,10.0,5,0.43
11230-100086344,10.0,2,0.07
11290-100059802,20.0,1,25.67
11230-100086345,40.0,0,0.85
11230-100086346,10.0,4,2.36
11500-100227609,40.0,0,19.31
11500-100227610,10.0,0,6.69
11500-100227611,10.0,0,13.38
11230-100086347,10.0,5,0.66
11230-100086348,20.0,2,4.33
11230-100086349,20.0,14,0.02
11230-100086350,20.0,2,0.51
11230-100086351,10.0,5,0.35
11230-100086956,40.0,0,0.56
11230-100086957,20.0,2,2.82
11230-100086958,20.0,2,0.33
11230-100086959,20.0,14,0.01
11230-100086960,10.0,5,0.45
11230-100086961,10.0,2,0.09
11230-100086962,40.0,0,0.92
11230-100086963,10.0,4,2.55
11230-100086964,10.0,5,0.73
11230-100086965,20.0,2,4.68
11230-100086966,20.0,14,0.02
11230-100086967,20.0,2,0.53
11230-100086981,20.0,2,2.82
11230-100086983,20.0,14,0.01
11230-100086984,10.0,5,0.43
11230-100086985,10.0,2,0.07
11230-100086986,40.0,0,0.85
11230-100086988,10.0,5,0.66
11230-100086989,20.0,2,4.33
11230-100086990,20.0,14,0.02
11230-100086991,20.0,2,0.51
11230-100086992,10.0,5,0.45
11230-100086993,10.0,2,0.09
11230-100086994,40.0,0,0.92
11230-100086995,10.0,4,2.55
11230-100086996,10.0,5,0.73
11230-100086997,20.0,2,4.68
11230-100086998,20.0,14,0.02
11230-100086999,20.0,2,0.53
11230-100087000,10.0,5,0.53
11230-100087001,10.0,5,0.83
11230-100087002,10.0,4,2.93
11560-100102070,40.0,0,17.95
11560-100102071,20.0,0,19.36
11560-100102072,40.0,0,5.34
11560-100102073,20.0,1,5.61
11560-100102074,40.0,1,6.77
11560-100102075,20.0,2,6.57
11545-1000000000000000223287,40.0,0,17.43
11545-1000000000000000223288,40.0,0,38.41
11560-100101226,20.0,1,140.87
11560-100101227,20.0,2,233.96
11560-100101228,20.0,3,230.77
11560-100101232,10.0,1,170.45
11560-100101233,20.0,1,76.05
11560-100101234,20.0,2,126.31
11560-100101235,20.0,3,124.59
11560-100101239,10.0,1,92.02
11230-100086679,20.0,2,0.51
11230-100086680,10.0,5,0.47
11230-100086681,10.0,5,0.75
11230-100086682,10.0,4,2.67
11230-100086683,10.0,2,0.08
11230-100086684,40.0,0,0.97
11230-100086686,20.0,2,0.57
11545-1000000000000000139823,40.0,0,48.94
11110-1000000000000000088893,20.0,1,88.31
11740-1000000000000000366249,10.0,1,5.21
11545-1000000000000000223295,20.0,2,95.92
11470-1000000000000000085668,10.0,5,235.11
11545-1000000000000000223296,20.0,2,82.72
11545-1000000000000000223299,20.0,1,92.4
11380-1000000000000000192777,40.0,0,10.0
11380-1000000000000000192778,40.0,0,10.0
11380-1000000000000000192780,20.0,2,4.56
11440-1000000000000000179007,20.0,1,17.15
11440-1000000000000000179015,20.0,1,23.45
11545-1000000000000000223305,40.0,0,38.5
11545-1000000000000000223310,10.0,3,6.74
11545-1000000000000000223312,40.0,0,36.06
11320-100041216,20.0,2,50.66
11230-100086254,20.0,2,4.5
11230-100086255,20.0,2,5.86
11620-1000000000000000225783,10.0,1,96.55
11620-1000000000000000225784,10.0,1,20.82
11320-100042647,40.0,0,51.5574
11320-100042648,40.0,0,181.0587
11320-100042649,40.0,0,20.5548
11320-100042650,40.0,0,16.8471
11320-100042651,40.0,0,59.1632
11320-100042652,40.0,0,6.7166
11230-100086312,20.0,2,2.93
11230-100086313,20.0,2,4.5
11230-100086314,20.0,2,4.86
11320-100042689,20.0,2,11.36
11320-100042690,20.0,2,4.69
11320-100042709,20.0,8,106.68
11320-100042710,20.0,2,120.71
11230-100086803,10.0,4,2.36
11230-100086804,10.0,5,0.66
11230-100086805,20.0,2,4.33
11230-100086806,20.0,14,0.02
11230-100086807,20.0,2,0.51
11620-1000000000000000225972,40.0,0,16.34
11320-100042711,20.0,1,155.57
11320-100042712,10.0,1,182.42
11545-1000000000000000139831,40.0,0,17.69
11320-100042713,20.0,2,250.0
11320-100042714,20.0,1,39.96
11545-1000000000000000139839,40.0,0,7.72
11320-100042717,20.0,1,49.08
11320-100042718,20.0,1,60.38
11650-1000000000000000224559,40.0,0,0.54
11650-1000000000000000224560,10.0,2,17.38
11320-100042720,20.0,8,4.53
11320-100042721,20.0,8,33.64
11320-100042726,20.0,2,2.06
11320-100042727,20.0,2,38.07
11320-100042728,20.0,1,49.06
11320-100042729,20.0,1,6.6
11320-100042730,20.0,1,2.64
11320-100042731,20.0,1,0.98
11320-100042732,10.0,1,57.53
11320-100042733,10.0,1,3.11
11230-100086752,10.0,5,0.43
11320-100042734,10.0,1,7.75
11320-100042735,10.0,1,1.15
11320-100042736,20.0,2,78.84
11230-100086753,10.0,2,0.07
11230-100086754,40.0,0,0.85
11230-100086755,10.0,4,2.36
11320-100042737,20.0,2,4.27
11230-100086756,10.0,5,0.66
11230-100086757,20.0,2,4.33
11230-100086758,20.0,14,0.02
11230-100086759,20.0,2,0.51
11530-100107924,20.0,2,123.04
11320-100042738,20.0,2,10.62
11320-100042739,20.0,2,1.58
11320-100042740,20.0,1,12.6
11320-100042741,20.0,1,0.68
11320-100042742,20.0,1,0.25
11320-100042743,20.0,1,1.7
11740-1000000000000000042517,20.0,1,28.12
11650-1000000000000000224561,40.0,0,1.86
11650-1000000000000000224562,20.0,1,41.62
11650-1000000000000000224563,40.0,0,0.4
11650-1000000000000000224564,20.0,5,48.84
11650-1000000000000000224565,10.0,1,0.3675
11650-1000000000000000224566,40.0,0,19.0
11740-1000000000000000042522,20.0,1,8.99
11545-1000000000000000140043,40.0,0,5.14
11230-100086767,20.0,2,0.53
11230-100086768,10.0,5,0.43
11230-100086769,10.0,2,0.07
11230-100086770,40.0,0,0.85
11230-100086771,10.0,4,2.36
11545-1000000000000000140051,40.0,0,18.89
11545-1000000000000000140052,20.0,3,49.44
11740-1000000000000000158840,10.0,0,393.07
11740-1000000000000000158842,20.0,0,3.06
11740-1000000000000000158844,10.0,0,1.63
11740-1000000000000000162141,20.0,0,57.42
11740-1000000000000000162143,40.0,0,5.1
11740-1000000000000000162144,40.0,0,9.67
11740-1000000000000000163728,20.0,1,32.58
11740-1000000000000000163733,20.0,1,15.8
11320-100017360,20.0,1,0.2
11320-100017361,10.0,1,4.79
11320-100017362,40.0,0,5.603
11500-1000000000000000030234,20.0,2,49.37
11320-100017363,40.0,0,2.4
11320-100017383,10.0,1,0.64
11320-100017384,20.0,1,0.27
11320-100017385,10.0,1,6.28
11320-100017386,40.0,0,3.15
11320-100017387,40.0,0,7.347
11320-100017388,10.0,1,0.68
11320-100017389,10.0,1,0.68
11320-100017390,10.0,1,6.28
11320-100017391,40.0,0,3.15
11320-100017392,20.0,1,0.27
11320-100017393,40.0,0,7.347
11320-100017394,20.0,1,0.27
11320-100017395,10.0,1,0.7
11320-100017396,40.0,0,7.485
11320-100017397,40.0,0,3.21
11320-100017398,10.0,1,6.4
11320-100017399,20.0,1,0.27
11320-100017400,10.0,1,0.7
11320-100017401,40.0,0,7.485
11320-100017402,40.0,0,3.21
11320-100017403,10.0,1,6.4
11320-100017404,10.0,1,0.7
11320-100017418,40.0,0,3.22
11320-100037589,20.0,3,13.48
11320-100037590,20.0,3,13.45
11320-100037591,20.0,3,1.25
11260-1000000000000000314328,40.0,0,14.87
11260-1000000000000000314329,10.0,2,4.87
11260-1000000000000000314330,20.0,6,4.95
11260-1000000000000000314331,10.0,2,16.63
11260-1000000000000000314332,20.0,3,3.71
11230-100086825,10.0,2,0.07
11230-100086826,40.0,0,0.85
11230-100086827,10.0,4,2.36
11230-100086828,10.0,5,0.66
11230-100086829,20.0,2,4.33
11230-100086830,20.0,14,0.02
11230-100086831,20.0,2,0.51
11230-100086832,10.0,5,0.42
11230-100086833,10.0,5,0.68
11230-100086857,10.0,5,0.68
11260-1000000000000000314333,20.0,4,3.73
11260-1000000000000000314334,20.0,3,4.95
11260-1000000000000000314335,40.0,0,16.45
11260-1000000000000000314336,10.0,2,33.39
11260-1000000000000000314337,20.0,5,3.73
11260-1000000000000000314338,10.0,2,45.08
11260-1000000000000000314339,10.0,2,3.66
11260-1000000000000000314340,10.0,2,4.61
11230-100086844,10.0,5,0.66
11230-100086875,10.0,4,2.36
11320-100037623,20.0,3,18.12
11320-100037624,20.0,3,18.07
11320-100037625,20.0,0,1.68
11320-100037626,20.0,2,20.78
11320-100037627,20.0,2,20.72
11320-100037628,20.0,2,1.93
11740-1000000000000000303875,40.0,0,15.69
11230-1000000000000000091382,10.0,1,1.43
11230-1000000000000000091391,40.0,0,5.84
11230-1000000000000000091392,20.0,2,21.53
11740-1000000000000000401609,20.0,5,19.7
11740-1000000000000000401610,20.0,1,2.67
11740-1000000000000000401611,20.0,1,19.7
11740-1000000000000000401612,20.0,4,11.04
11740-1000000000000000401613,20.0,2,20.66
11740-1000000000000000401614,20.0,1,1.66
11740-1000000000000000401615,20.0,3,33.99
11740-1000000000000000401616,20.0,4,11.15
11740-1000000000000000401617,20.0,5,36.36
11740-1000000000000000401618,20.0,4,20.49
11740-1000000000000000401619,20.0,4,2.67
11740-1000000000000000401620,20.0,2,20.49
11740-1000000000000000401621,20.0,4,33.66
11740-1000000000000000401622,20.0,1,12.31
11740-1000000000000000401623,20.0,4,29.69
11740-1000000000000000401624,20.0,3,90.53
11740-1000000000000000401625,20.0,1,3.33
11740-1000000000000000401626,20.0,3,2.75
11740-1000000000000000401627,20.0,5,20.39
11740-1000000000000000401628,20.0,2,2.67
11740-1000000000000000401629,20.0,3,2.78
11740-1000000000000000401634,20.0,1,33.99
11740-1000000000000000401635,20.0,1,33.75
11740-1000000000000000401636,20.0,1,2.67
11740-1000000000000000401637,20.0,4,11.15
11740-1000000000000000401638,20.0,3,11.49
11740-1000000000000000401639,20.0,3,19.7
11740-1000000000000000401640,20.0,1,19.94
11740-1000000000000000401641,20.0,5,19.89
11740-1000000000000000401642,20.0,3,2.67
11740-1000000000000000401643,20.0,3,19.7
11740-1000000000000000401644,20.0,3,20.66
11740-1000000000000000401645,20.0,5,11.58
11740-1000000000000000401646,20.0,2,11.15
11740-1000000000000000401647,20.0,2,33.99
11740-1000000000000000401648,20.0,5,35.02
11740-1000000000000000401649,20.0,5,2.67
11740-1000000000000000401650,20.0,4,33.99
11740-1000000000000000401651,20.0,4,35.02
11740-1000000000000000401652,20.0,5,19.89
11740-1000000000000000401753,20.0,1,35.31
11740-1000000000000000401754,20.0,5,35.31
11740-1000000000000000401755,20.0,5,2.78
11740-1000000000000000401756,20.0,1,35.02
11740-1000000000000000401757,20.0,1,2.68
11740-1000000000000000401758,20.0,2,11.49
11740-1000000000000000401759,20.0,1,11.04
11740-1000000000000000401760,20.0,2,11.15
11740-1000000000000000401761,20.0,3,19.89
11740-1000000000000000401762,20.0,2,33.99
11740-1000000000000000401763,20.0,4,19.7
11740-1000000000000000401764,20.0,3,35.02
11740-1000000000000000401765,20.0,2,35.02
11740-1000000000000000401766,20.0,4,4.89
11740-1000000000000000401767,20.0,2,11.15
11740-1000000000000000401768,20.0,1,11.58
11740-1000000000000000401769,20.0,1,11.15
11740-1000000000000000401770,20.0,2,62.16
11740-1000000000000000401771,20.0,4,33.99
11740-1000000000000000401772,20.0,3,33.99
11740-1000000000000000401773,20.0,3,2.67
11740-1000000000000000401774,20.0,2,11.58
11230-100086898,40.0,0,0.92
11290-100059282,20.0,1,112.17
11290-100059283,20.0,2,135.74
11290-100059284,20.0,3,136.2
11290-100059285,20.0,4,115.67
11290-100059286,10.0,1,77.6
11290-100059287,20.0,1,17.789
11290-100059288,20.0,1,14.03
11290-100059289,20.0,1,2.87
11290-100059290,20.0,2,9.935
11290-100059291,20.0,3,3.48
11290-100059292,20.0,2,16.98
11290-100059293,20.0,3,9.935
11290-100059294,20.0,3,3.49
11290-100059295,20.0,3,17.04
11290-100059296,20.0,4,14.41
11290-100059297,20.0,4,2.95
11290-100059298,20.0,4,9.935
11290-100059299,10.0,1,9.73
11290-100059300,10.0,1,8.38
11290-100059301,10.0,1,2.0
11290-100059302,10.0,1,1.31
11230-100086899,10.0,4,2.55
11230-100086900,10.0,5,0.73
11320-100041369,,0,249.16
11230-100086903,20.0,2,0.53
11320-100041379,40.0,0,12.96
11230-100086904,10.0,5,0.42
11230-100086905,10.0,5,0.68
11230-100086906,10.0,4,2.37
11230-100086907,10.0,2,0.07
11230-100086908,40.0,0,0.87
11320-100041380,10.0,1,57.93
11320-100041381,10.0,1,3.54
11320-100041382,10.0,1,4.46
11260-1000000000000000314342,10.0,2,23.82
11260-1000000000000000314343,10.0,2,18.75
11260-1000000000000000314344,20.0,3,52.47
11260-1000000000000000314345,10.0,2,4.61
11320-100042758,20.0,1,1.03
11260-1000000000000000314346,40.0,0,17.4
11320-100042792,20.0,1,58.5
11260-1000000000000000314347,20.0,1,41.3
11260-1000000000000000314348,20.0,2,73.53
11260-1000000000000000314349,40.0,0,8.06
11260-1000000000000000314350,10.0,2,6.46
11260-1000000000000000314351,10.0,2,3.22
11260-1000000000000000314352,40.0,0,16.45
11260-1000000000000000314353,20.0,6,52.47
11260-1000000000000000314354,20.0,3,55.44
11260-1000000000000000314355,20.0,1,36.63
11260-1000000000000000314356,10.0,2,25.17
11260-1000000000000000314357,10.0,2,2.52
11260-1000000000000000314358,10.0,2,4.88
11320-100042796,40.0,0,8.32
11320-100042869,20.0,2,334.96
11320-100042870,20.0,3,334.44
11320-100042871,20.0,2,72.55
11260-1000000000000000314359,10.0,2,25.17
11260-1000000000000000314360,10.0,2,4.61
11200-100059766,20.0,1,12.04
11200-100059767,20.0,1,16.78
11200-100059768,20.0,1,1.08
11200-100059769,20.0,1,7.47
11200-100059770,20.0,1,10.41
11200-100059771,20.0,1,0.67
11200-100059772,20.0,2,13.43
11200-100059773,20.0,2,18.71
11200-100059774,20.0,2,1.21
11260-1000000000000000314361,10.0,2,4.88
11260-1000000000000000314362,40.0,0,23.05
11260-1000000000000000314363,20.0,7,7.32
11260-1000000000000000314364,10.0,2,23.82
11260-1000000000000000314365,20.0,5,73.53
11260-1000000000000000314366,10.0,2,25.21
11260-1000000000000000314367,10.0,2,23.82
11260-1000000000000000314368,20.0,7,3.86
11260-1000000000000000314369,10.0,2,23.82
11260-1000000000000000314370,40.0,0,16.45
11260-1000000000000000314371,20.0,6,3.71
11260-1000000000000000314372,40.0,0,16.45
11260-1000000000000000314373,20.0,2,55.5
11320-100042873,20.0,4,72.55
11260-1000000000000000314374,10.0,2,23.82
11260-1000000000000000314375,20.0,6,55.44
11260-1000000000000000314376,20.0,4,3.54
11260-1000000000000000314377,40.0,0,14.08
11260-1000000000000000314379,10.0,2,2.52
11260-1000000000000000314381,10.0,2,23.82
11320-100042874,40.0,0,76.14
11320-100042875,40.0,0,60.82
11320-100042876,40.0,0,12.16
11320-100042877,40.0,0,76.37
11710-100234406,40.0,0,7.7
11320-100042878,40.0,0,61.8
11320-100042879,40.0,0,12.36
11320-100042880,40.0,0,18.29
11320-100042881,40.0,0,18.29
11320-100042882,40.0,0,18.29
11320-100042889,20.0,1,66.28
11260-1000000000000000314382,40.0,0,11.68
11260-1000000000000000314383,10.0,2,3.66
11260-1000000000000000314384,20.0,6,3.54
11260-1000000000000000314385,20.0,4,55.44
