건축물대장 관립번호,용적율,주건축물수,세대수,가구수,주차 대수
11590-663,0.0,4,0,4,0
11590-666,0.0,8,0,8,0
11590-667,0.0,2,0,2,0
11530-23,0.0,2,0,0,0
11590-668,0.0,2,0,2,0
11710-100229193,18.16,5,0,0,8
11710-100232498,35.71,2,0,0,17
11230-1009,0.0,0,0,2,0
11470-70,0.0,2,12,0,0
11590-676,0.0,3,0,3,0
11500-745,0.0,2,0,2,0
11470-720,0.0,2,13,0,0
11590-677,0.0,2,0,2,0
11470-721,0.0,3,24,0,0
11470-729,0.0,2,94,0,58
11560-1564,0.0,2,0,6,0
11710-100532123,35.9,3,0,0,12
11590-680,0.0,4,0,4,0
11710-226,0.0,4,0,0,0
11560-1570,0.0,2,0,0,0
11560-1571,0.0,2,0,2,0
11590-681,0.0,2,0,2,0
11410-437,249.77,2,99,0,119
11410-438,54.82,3,0,1,0
11590-683,0.0,3,0,3,0
11590-684,0.0,2,0,2,0
11680-100282243,97.82,3,0,0,14
11410-442,291.97,2,0,0,155
11560-587,0.0,2,0,2,0
11560-589,0.0,2,0,1,0
11410-444,210.21,2,16,0,11
11620-323,0.0,4,0,4,0
11410-445,174.31,3,0,1,51
11560-595,0.0,2,0,0,0
11620-325,0.0,2,0,3,0
11410-447,176.49,2,14,0,11
11560-599,0.0,2,0,1,0
11560-60,0.0,2,0,2,0
11110-463,196.26,1,3,0,3
11560-602,0.0,2,0,1,0
11560-603,0.0,2,0,0,0
11200-1154,295.24,6,375,0,417
11230-100208122,249024.56,12,859,0,1002
11620-330,0.0,3,0,3,0
11560-609,0.0,2,0,2,0
11530-1019,335.38,29,1983,0,2504
11410-450,0.0,2,0,2,0
11410-453,0.0,3,0,1,0
11560-614,0.0,2,0,2,0
11410-462,203.81,4,220,0,150
11740-43,0.0,2,80,0,0
11560-619,0.0,2,0,0,0
11230-96,0.0,2,225,0,0
11560-621,0.0,2,0,0,0
11410-463,299.4,1,330,0,115
11410-466,264.69,2,16,0,11
11560-625,0.0,2,0,1,0
11560-627,0.0,2,0,8,0
11410-467,263.5,2,12,0,8
11560-630,0.0,3,0,3,0
11410-468,128.4452,3,0,1,104
11560-633,0.0,2,0,1,0
11620-322,0.0,4,0,4,0
11560-635,0.0,2,0,1,0
11560-641,0.0,2,0,2,0
11620-352,0.0,8,0,6,0
11560-1594,0.0,2,0,6,0
11560-1597,0.0,2,0,4,0
11530-29,0.0,2,0,6,0
11530-290,0.0,2,0,0,0
11560-16,0.0,2,0,2,0
11530-294,0.0,3,0,0,0
11440-1211,0.0,2,16,0,0
11560-160,0.0,3,0,3,0
11560-1601,0.0,2,0,6,0
11440-1212,0.0,2,16,0,0
11560-1604,0.0,2,0,2,0
11530-30,0.0,2,0,5,0
11440-1213,0.0,2,15,0,0
11530-301,0.0,2,0,7,0
11440-1214,232.28,2,16,0,11
11530-303,0.0,2,0,2,0
11440-1215,0.0,2,28,0,0
11530-306,0.0,2,0,6,0
11530-307,0.0,2,0,6,0
11440-1216,0.0,2,16,0,0
11530-31,0.0,3,0,1,0
11440-1217,0.0,2,16,0,0
11440-1218,0.0,2,19,0,0
11440-1219,186.58,2,20,0,0
11440-1220,0.0,2,10,0,0
11440-1221,0.0,2,16,0,0
11440-1222,0.0,2,16,0,0
11560-1626,0.0,2,0,0,0
11440-1223,0.0,2,16,0,0
11530-324,0.0,2,0,2,0
11560-1639,0.0,6,0,6,0
11530-326,0.0,1,0,4,0
11440-1225,0.0,2,16,0,0
11560-1640,0.0,3,0,3,0
11560-1641,0.0,2,0,2,0
11530-332,0.0,2,0,2,0
11560-1642,0.0,7,0,7,0
11560-1643,0.0,22,0,22,0
11530-338,0.0,2,0,4,0
11530-339,0.0,2,0,2,0
11560-1644,0.0,7,0,7,0
11530-342,0.0,2,0,2,0
11560-1651,0.0,2,0,2,0
11530-344,0.0,2,0,1,0
11560-581,0.0,14,0,14,0
11440-1229,0.0,3,0,2,0
11545-40,124.88,2,0,4,0
11440-741,214.91,5,192,0,209
11740-100184676,179.19,12,731,0,819
11560-585,0.0,4,0,4,0
11440-576,0.0,2,0,2,0
11560-593,0.0,5,0,5,0
11740-356,186.87,2,120,0,81
11545-427,66.87,2,0,0,1
11545-43,88.42,2,0,6,0
11545-430,0.0,2,0,0,0
11110-100187671,71.2257,3,0,0,0
11545-432,0.0,2,0,4,0
11545-437,0.0,2,0,0,0
11545-44,144.91,3,0,6,0
11560-596,0.0,2,0,2,0
11545-444,272.42,2,0,2,5
11440-753,131.08,2,0,0,22
11545-46,0.0,3,0,14,0
11560-598,0.0,48,0,48,0
11560-605,0.0,4,0,4,0
11560-608,0.0,3,0,3,0
11560-616,0.0,4,0,4,0
11560-617,0.0,2,0,0,0
11560-62,0.0,7,0,7,0
11440-755,0.0,2,0,1,0
11560-631,0.0,2,0,2,0
11440-756,0.0,1,0,0,0
11545-48,98.93,2,0,6,0
11560-642,0.0,2,0,1,0
11560-644,0.0,1,0,2,0
11560-649,0.0,3,0,3,0
11680-100286963,249.77,2,17,0,20
11440-76,0.0,2,0,0,0
11440-774,0.0,6,480,0,0
11560-664,0.0,8,0,0,0
11560-681,0.0,1,0,1,0
11680-189,208.4,8,1403,0,0
11590-687,0.0,6,0,6,0
11590-690,0.0,5,0,5,0
11590-691,0.0,2,0,2,0
11590-70,0.0,2,0,2,0
11470-738,28.73,5,0,2,37
11590-715,0.0,2,0,2,0
11590-717,0.0,2,0,2,0
11560-1590,133.06,2,0,3,3
11560-1591,0.0,2,0,6,0
11560-1592,0.0,2,0,2,0
11560-1593,0.0,2,0,2,0
11590-72,0.0,3,0,0,0
11380-100192673,199.86,3,19,0,19
11590-720,0.0,12,0,11,0
11560-1599,0.0,4,0,1,0
11590-721,0.0,3,0,3,0
11590-722,0.0,2,0,2,0
11560-1600,0.0,29,0,29,0
11470-86,0.0,2,0,0,0
11590-76,0.0,4,0,4,0
11590-767,0.0,2,0,1,0
11590-77,0.0,4,0,4,0
11470-90,0.0,3,338,0,0
11500-100184534,264.44,44,2517,0,3310
11500-100197393,199.923,7,341,0,440
11590-775,0.0,2,0,2,0
11560-1614,0.0,2,0,0,0
11500-100198793,193.68,11,643,0,712
11590-776,0.0,3,0,3,0
11590-777,0.0,8,0,8,0
11590-778,0.0,9,0,9,0
11560-1627,0.0,2,0,1,0
11560-1629,0.0,2,0,0,0
11560-1630,0.0,2,0,1,0
11560-1631,0.0,2,0,0,0
11560-1632,0.0,2,0,1,0
11560-1633,0.0,2,0,0,0
11500-100200613,198.96,2,18,0,18
11590-782,0.0,3,0,2,0
11560-646,0.0,2,0,5,0
11560-648,0.0,4,0,0,0
11500-100204734,249.98,3,215,0,244
11560-65,0.0,1,0,3,0
11560-652,0.0,1,0,0,0
11500-100205189,248.21,3,135,0,160
11560-654,0.0,2,0,3,0
11620-38,0.0,3,0,3,0
11410-469,77.39,2,0,1,0
11350-390,0.0,4,471,0,0
11560-66,0.0,2,0,2,0
11410-47,0.0,5,100,0,0
11410-470,201.98,2,0,0,7
11410-472,57.69,3,0,0,2
11410-473,82.22,2,0,0,3
11560-665,0.0,2,0,0,0
11560-666,0.0,2,0,0,0
11410-475,61.0346,4,0,0,40
11410-479,252.39,2,0,1,0
11350-701,250.11,13,492,0,959
11620-399,0.0,2,0,2,0
11560-674,0.0,2,0,2,0
11560-676,0.0,2,0,1,0
11560-677,0.0,2,0,4,0
11380-760,188.93,14,0,0,242
11560-679,0.0,2,0,1,0
11470-100232095,199.66,2,29,0,21
11620-40,0.0,2,0,2,0
11500-100323632,249.71,3,299,0,247
11410-483,191.7625,6,0,0,388
11230-100187875,111.89,2,0,1,0
11560-685,0.0,2,0,0,0
11410-485,80.34,3,0,0,2
11560-688,0.0,1,0,1,0
11560-689,0.0,2,0,1,0
11560-69,69.45,2,0,1,0
11560-693,63.32,3,0,2,0
11620-41,0.0,3,0,3,0
11230-366,66.05,0,0,2,0
11305-100215939,234.81,2,21,0,20
11560-70,0.0,2,0,2,0
11560-703,0.0,1,0,1,0
11560-706,0.0,2,0,1,0
11560-707,0.0,2,0,0,0
11530-345,0.0,2,0,0,0
11530-346,0.0,2,0,1,0
11530-347,0.0,2,0,2,0
11560-1653,0.0,2,0,2,0
11560-1655,0.0,2,0,2,0
11530-350,0.0,2,0,1,0
11530-351,0.0,2,0,2,0
11530-352,0.0,2,0,1,0
11530-353,0.0,1,0,5,0
11530-354,0.0,2,0,0,0
11560-1657,0.0,4,0,4,0
11560-1659,0.0,3,0,1,0
11530-361,0.0,2,0,1,0
11530-362,0.0,2,0,2,0
11560-1662,0.0,4,0,3,0
11410-100182037,0.0,3,0,4,0
11530-366,0.0,2,0,0,0
11410-100182249,0.0,0,0,2,0
11530-37,0.0,2,0,2,0
11545-100213997,6.61,2,0,0,2
11530-100222993,199.26,2,24,0,17
11530-372,0.0,2,0,10,0
11560-1667,0.0,3,0,2,0
11530-375,0.0,2,0,7,0
11530-378,0.0,2,0,2,0
11530-379,0.0,2,0,5,0
11560-1669,0.0,2,0,2,0
11560-1670,0.0,5,0,5,0
11530-385,0.0,2,0,0,0
11530-386,0.0,1,2,0,0
11530-387,0.0,2,0,2,0
11530-388,0.0,2,0,4,0
11530-389,0.0,2,0,0,0
11530-39,0.0,2,0,0,0
11530-390,0.0,2,0,0,0
11560-1677,0.0,5,0,5,0
11530-392,0.0,2,0,5,0
11560-1678,0.0,2,0,2,0
11560-1679,0.0,8,0,8,0
11560-1652,0.0,2,0,0,0
11530-4,0.0,2,0,2,0
11560-1680,0.0,15,0,13,0
11530-400,0.0,2,0,2,0
11560-691,0.0,2,0,2,0
11545-49,135.74,2,0,3,0
11440-1236,160.44,2,19,0,0
11470-100201777,199.53,2,20,0,16
11440-1238,106.04,2,42,0,0
11560-695,0.0,0,32,0,0
11545-50,80.86,2,0,3,0
11560-705,0.0,1,0,5,0
11440-1241,0.0,2,12,0,0
11440-1231,0.0,2,24,0,0
11440-1271,0.0,2,0,2,0
11440-797,365.54,4,282,0,354
11545-522,0.0,2,0,2,0
11560-726,0.0,2,0,2,0
11545-529,0.0,2,0,2,0
11545-53,93.91,2,0,6,0
11440-802,255.72,3,180,0,210
11560-739,0.0,2,0,1,0
11560-741,0.0,5,0,4,0
11545-54,0.0,2,0,3,0
11560-742,0.0,2,0,2,0
11545-541,60.69,5,0,0,43
11545-548,0.0,2,0,4,0
11740-100257166,199.66,2,29,0,23
11545-552,136.79,2,16,0,0
11545-553,152.51,2,16,0,0
11545-554,146.27,2,16,0,0
11290-990,0.0,1,0,1,0
11545-56,0.0,2,0,2,0
11440-809,227.11,2,0,1,24
11290-992,0.0,1,0,1,0
11440-810,0.0,1,0,2,0
11440-795,0.0,2,16,0,0
11440-817,0.0,2,0,1,0
11500-100259532,217.35,2,29,0,21
11545-58,107.63,2,0,3,0
11545-587,57.36,2,0,0,0
11440-826,118.93,4,0,0,65
11590-785,0.0,2,0,2,0
11590-786,0.0,2,0,2,0
11590-787,0.0,3,0,3,0
11590-788,0.0,4,0,4,0
11590-789,0.0,11,0,6,0
11590-790,0.0,2,0,2,0
11560-1646,0.0,2,0,2,0
11560-1647,0.0,2,0,2,0
11560-165,0.0,2,0,1,0
11590-792,0.0,9,0,9,0
11500-100206908,238.96,3,164,0,231
11260-655,198.63,30,1244,0,1965
11560-1656,0.0,2,0,1,0
11590-796,0.0,3,0,3,0
11560-1658,0.0,2,0,2,0
11290-100208654,234.03,5,194,0,228
11590-800,0.0,4,0,4,0
11560-1660,0.0,2,0,0,0
11560-1661,0.0,2,0,1,0
11590-803,0.0,2,0,2,0
11560-1663,0.0,2,0,2,0
11590-804,0.0,2,0,2,0
11590-806,0.0,38,0,38,0
11590-807,0.0,5,0,5,0
11560-1668,0.0,2,0,1,0
11590-808,0.0,2,0,2,0
11590-809,0.0,16,0,16,0
11500-100211690,228.82,9,518,0,675
11590-811,0.0,4,0,4,0
11560-1673,0.0,2,0,2,0
11560-1675,0.0,3,0,3,0
11560-1676,0.0,2,0,2,0
11590-812,0.0,20,0,20,0
11590-813,0.0,22,0,22,0
11590-814,0.0,2,0,2,0
11500-100211691,194.09,20,948,0,1014
11590-816,0.0,7,0,7,0
11500-100211692,196.92,6,399,0,441
11590-83,0.0,3,0,3,0
11590-831,0.0,3,0,3,0
11560-1685,0.0,2,0,2,0
11560-1686,0.0,2,0,2,0
11590-832,0.0,2,0,2,0
11290-819,248.73,16,1125,0,1306
11590-835,0.0,2,0,2,0
11590-836,0.0,0,0,2,0
11500-100211693,227.08,15,919,0,1010
11290-898,350.04,7,684,0,271
11305-600,0.0,8,1292,0,0
11620-423,0.0,2,0,2,0
11560-710,0.0,1,0,3,0
11560-1014,0.0,2,0,1,0
11590-335,246.38,8,276,0,329
11560-715,0.0,1,0,1,0
11620-424,106.08,2,0,6,2
11560-718,0.0,2,0,0,0
11470-100195945,192.5792,2,28,0,14
11620-425,0.0,2,0,2,0
11560-724,0.0,2,0,3,0
11560-727,0.0,2,0,1,0
11410-487,151.8,2,0,0,8
11560-729,0.0,6,8,5,0
11620-43,0.0,2,0,2,0
11560-732,0.0,3,0,1,0
11410-490,248.31,1,42,0,46
11560-734,0.0,2,0,0,0
11560-735,0.0,2,0,0,0
11530-100263787,159.88,2,19,0,12
11410-491,196.0902,2,0,1,55
11410-492,201.98,2,0,3,7
11410-493,245.17,2,0,0,74
11530-590,0.0,7,735,0,0
11410-496,399.94,0,0,0,18
11620-45,0.0,2,0,2,0
11410-497,75.63,2,0,0,1
11560-748,0.0,2,0,0,0
11560-749,0.0,2,0,4,0
11410-5,0.0,2,42,0,0
11590-100249654,49.15,3,0,0,34
11560-753,0.0,2,0,1,0
11410-50,0.0,2,21,0,0
11620-462,0.0,11,0,11,0
11620-463,0.0,2,0,2,0
11560-765,0.0,2,0,2,0
11410-501,53.1945,11,0,0,33
11560-767,0.0,2,0,1,0
11560-769,0.0,2,0,0,0
11620-468,0.0,2,0,2,0
11560-1681,0.0,27,0,27,0
11530-402,0.0,2,0,0,0
11410-502,195.57,2,0,0,12
11560-1682,0.0,2,0,2,0
11560-1683,0.0,13,0,13,0
11560-1684,0.0,2,0,2,0
11560-1687,0.0,5,0,17,0
11560-1897,0.0,4,0,4,0
11560-1691,0.0,6,0,6,0
11560-1694,0.0,4,0,4,0
11560-1696,0.0,2,0,2,0
11560-1699,0.0,2,0,2,0
11410-503,209.36,10,503,0,574
11530-414,0.0,2,0,1,0
11380-100217689,201.74,2,14,0,13
11530-417,0.0,3,0,11,0
11560-1715,0.0,2,0,2,0
11530-420,0.0,4,0,4,0
11560-1716,0.0,3,0,2,0
11560-1717,0.0,3,0,3,0
11560-1718,0.0,4,0,4,0
11440-1273,0.0,2,0,1,0
11530-425,0.0,2,0,2,0
11530-426,0.0,2,0,5,0
11440-1275,0.0,2,0,0,0
11560-1726,0.0,2,0,2,0
11440-1279,0.0,5,32,0,0
11560-1731,0.0,3,0,3,0
11560-1737,0.0,2,0,2,0
11560-1742,0.0,2,0,0,0
11530-438,0.0,2,0,1,0
11440-128,0.0,2,0,1,0
11530-442,0.0,2,0,1,0
11440-1282,0.0,2,0,0,0
11530-445,0.0,2,0,2,0
11440-1286,0.0,1,86,0,0
11440-1287,0.0,2,11,0,0
11440-1288,0.0,2,12,0,0
11440-129,0.0,2,0,0,0
11530-453,93.01,2,0,0,5
11560-176,0.0,2,0,1,0
11440-1292,180.5,2,12,0,0
11560-759,0.0,2,0,0,0
11545-596,60.31,2,0,2,0
11560-76,0.0,9,0,9,0
11560-763,0.0,7,0,0,0
11440-1293,0.0,2,19,0,0
11545-60,92.3,2,0,2,0
11560-774,0.0,1,0,22,0
11545-602,61.7,2,0,0,5
11560-777,0.0,1,0,2,0
11560-78,0.0,2,0,0,0
11560-783,0.0,2,0,2,0
11560-784,0.0,2,0,2,0
11440-1299,359.05,2,117,0,119
11560-785,0.0,3,0,3,0
11440-130,0.0,3,0,2,0
11440-1301,230.23,2,16,0,11
11545-613,87.56,2,0,0,4
11560-786,0.0,4,0,4,0
11560-787,0.0,2,0,2,0
11560-788,0.0,2,0,2,0
11560-789,0.0,2,0,2,0
11560-79,0.0,5,0,2,0
11560-790,0.0,13,0,13,0
11560-791,0.0,1,0,44,0
11560-797,0.0,2,0,2,0
11545-625,0.0,2,0,2,0
11440-83,0.0,3,206,0,250
11560-798,0.0,2,0,1,0
11545-637,0.0,2,0,0,0
11545-64,0.0,2,0,3,0
11545-640,0.0,2,0,0,8
11440-830,299.92,2,210,0,190
11440-833,193.33,2,16,0,16
11560-805,0.0,2,0,0,0
11560-807,0.0,2,0,0,0
11560-811,0.0,1,0,6,0
11560-813,0.0,3,0,2,0
11440-834,218.73,4,192,0,239
11560-82,0.0,4,0,3,0
11560-1385,0.0,9,0,6,0
11440-839,289.05,2,102,0,129
